hpo_id,alias_en,synonym_type
HP:0007165,Subependymal grey matter heterotopia,uk_spelling
HP:0007165,Subependymal neuronal heterotopia,unspecified
HP:0007178,Peripheral motor neuropathy,unspecified
HP:0007181,Interosseous muscular atrophy,unspecified
HP:0007185,Fainting,layperson
HP:0007185,Passing out,layperson
HP:0007188,Congenital bilateral facial palsy,unspecified
HP:0007188,Congenital bilateral facial weakness,unspecified
HP:0007193,Generalised tonic-clonic seizures on awakening,uk_spelling
HP:0007193,Generalized tonic-clonic seizures on awakening,unspecified
HP:0007193,Morning generalised tonic-clonic seizures,uk_spelling
HP:0007193,Morning generalized tonic-clonic seizures,layperson
HP:0007200,Idiopathic hypersomnia,unspecified
HP:0007200,Recurrent hypersomnia,unspecified
HP:0007207,Photically induced tonic-clonic seizure,unspecified
HP:0007207,Photosensitive tonic-clonic seizures,plural_form
HP:0007207,"Seizures, tonic-clonic, photosensitive",unspecified
HP:0007215,Hyperkalemic periodic paralysis,unspecified
HP:0007238,"Cerebral calcification, nonarteriosclerotic",unspecified
HP:0007240,"Gait ataxia, progressive",unspecified
HP:0007249,Decreased number of small peripheral myelinated nerve fibres,uk_spelling
HP:0007256,Corticospinal signs,unspecified
HP:0007256,Pyramidal signs,unspecified
HP:0007256,Pyramidal tract signs,unspecified
HP:0007260,Cobblestone lissencephaly,unspecified
HP:0007260,Lissencephaly type II,unspecified
HP:0007260,Type 2 lissencephaly,unspecified
HP:0007266,Areas of dysmyelination on MRI,unspecified
HP:0007266,Dysmyelination of the brain,unspecified
HP:0007267,Chronic sural axonal neuropathy,unspecified
HP:0007269,Spinal muscle degeneration,layperson
HP:0007269,Spinal muscle wasting,layperson
HP:0007272,Progressive mental and motor deterioration,unspecified
HP:0007281,Developmental arrest,unspecified
HP:0007285,Facial palsy caused by enlargement of cranial bones,unspecified
HP:0007285,Facial palsy caused by excessive growth of facial bones,unspecified
HP:0007285,Facial palsy caused by overgrowth of cranial bones,unspecified
HP:0007285,Facial palsy secondary to hypertrophy of cranial bones,unspecified
HP:0007289,Limb fasciculation,unspecified
HP:0007301,Oral-motor apraxia,unspecified
HP:0007302,Bipolar depression,unspecified
HP:0007302,Bipolar disorder,layperson
HP:0007302,Manic depressive,unspecified
HP:0007305,Demyelination in central white matter,unspecified
HP:0007311,Short stepped shuffling walk,layperson
HP:0007313,Neuroaxonal degeneration in the brain,unspecified
HP:0007321,Deep cerebral white matter hypodensities,unspecified
HP:0007325,Generalised dystonia,uk_spelling
HP:0007328,Decreased pain sensation,layperson
HP:0007328,Decreased pinprick sensation,unspecified
HP:0007330,Frontal encephalocele,unspecified
HP:0007332,Hemifacial seizures,plural_form
HP:0007333,Frontal lobe hypoplasia,unspecified
HP:0007333,Hypoplastic frontal lobes,unspecified
HP:0007333,Underdeveloped frontal lobe,layperson
HP:0007334,Focal seizure with secondary generalisation,uk_spelling
HP:0007334,Focal seizure with secondary generalization,unspecified
HP:0007334,Focal to bilateral tonic-clonic seizure,unspecified
HP:0007334,Generalised tonic-clonic seizure with focal onset,unspecified
HP:0007334,Generalised tonic-clonic seizure with partial onset,unspecified
HP:0007334,Generalised tonic-clonic seizures with focal onset,uk_spelling
HP:0007334,Generalized tonic-clonic seizure with focal onset,unspecified
HP:0007334,Generalized tonic-clonic seizure with partial onset,unspecified
HP:0007334,Generalized tonic-clonic seizures with focal onset,plural_form
HP:0007334,Partial seizure with secondary generalisation,uk_spelling
HP:0007334,Partial seizure with secondary generalization,unspecified
HP:0007334,Partial seizures with secondary generalisation,uk_spelling
HP:0007334,Partial seizures with secondary generalization,unspecified
HP:0007334,Secondarily generalised tonic-clonic seizure,uk_spelling
HP:0007334,Secondarily generalised tonic-clonic seizures,uk_spelling
HP:0007334,Secondarily generalized tonic-clonic seizure,unspecified
HP:0007334,Secondarily generalized tonic-clonic seizures,unspecified
HP:0007334,Secondary generalised tonic clonic seizures,uk_spelling
HP:0007334,Secondary generalised tonic-clonic seizures,uk_spelling
HP:0007334,Secondary generalized tonic clonic seizures,unspecified
HP:0007334,Secondary generalized tonic-clonic seizures,unspecified
HP:0007335,Recurrent cerebellar and extrapyramidal encephalopathy,unspecified
HP:0007340,Leg weakness,layperson
HP:0007340,Lower extremity weakness,layperson
HP:0007340,Lower limb weakness,layperson
HP:0007340,Muscle weakness in lower limbs,layperson
HP:0007343,Limbic malformation,unspecified
HP:0007344,Atrophic and degenerative changes in the spinal cord,unspecified
HP:0007350,Hyperreflexia in upper limbs,unspecified
HP:0007351,Postural tremor of arms,unspecified
HP:0007359,Focal onset seizure,unspecified
HP:0007359,Focal seizure,unspecified
HP:0007359,Focal seizures,plural_form
HP:0007359,Focal-onset seizures,plural_form
HP:0007359,Partial seizure,unspecified
HP:0007359,Partial seizures,plural_form
HP:0007359,Seizure affecting one half of brain,layperson
HP:0007360,Absent/small cerebellum,layperson
HP:0007360,Absent/underdeveloped cerebellum,layperson
HP:0007360,Atrophy/Degeneration affecting the cerebellum,unspecified
HP:0007360,Atrophy/Hypoplasia of the cerebellum,unspecified
HP:0007360,Cerebellar hypoplasia/atrophy,unspecified
HP:0007361,Abnormality of the pons,unspecified
HP:0007362,Absent/small brainstem,layperson
HP:0007362,Absent/underdeveloped brainstem,layperson
HP:0007366,Brainstem atrophy,unspecified
HP:0007367,Atrophy/Degeneration affecting the CNS,abbreviation
HP:0007370,Absent/hypoplastic corpus callosum,unspecified
HP:0007370,Agenesis/hypoplastic corpus callosum,unspecified
HP:0007370,Complete or partial absence of the corpus callosum,unspecified
HP:0007370,Hypoplasia or absence of the corpus callosum,unspecified
HP:0007370,Hypoplastic or absent corpus callosum,unspecified
HP:0007371,Atrophic corpus callosum,unspecified
HP:0007371,Atrophy of the corpus callosum,unspecified
HP:0007371,Atrophy/Degeneration of the corpus callosum,unspecified
HP:0007373,Motor neuron degeneration,unspecified
HP:0007375,Abnormality of the septum pellucidum,unspecified
HP:0007377,Abnormality of SSEPs,unspecified
HP:0007378,Gastrointestinal tract neoplasia,unspecified
HP:0007378,Gastrointestinal tract neoplasm,unspecified
HP:0007378,Gastrointestinal tract tumor,layperson
HP:0007378,Gastrointestinal tract tumour,uk_spelling
HP:0007378,GI tract tumor,layperson
HP:0007378,GI tract tumour,uk_spelling
HP:0007378,Neoplasm of the GI tract,abbreviation
HP:0007379,Genitourinary tract neoplasm,unspecified
HP:0007379,Genitourinary tract tumors,layperson
HP:0007379,Genitourinary tract tumours,uk_spelling
HP:0007379,Neoplasm of the GU tract,abbreviation
HP:0007380,Facial telangiectatic vessels,unspecified
HP:0007380,"Telangiectasia, facial",unspecified
HP:0007383,Congenital localised absence of skin,uk_spelling
HP:0007383,Congenital localised skin absence,uk_spelling
HP:0007383,Congenital localized skin absence,unspecified
HP:0007385,Scalp aplasia cutis congenita,unspecified
HP:0007387,Underdeveloped sweat glands,layperson
HP:0007394,Prominent superficial vasculature,layperson
HP:0007395,Postnatal-onset ichthyosis,unspecified
HP:0007396,Sun sensitivity occurring early in life,layperson
HP:0007403,Thick skin of soles,layperson
HP:0007404,Nonepidermolytic palmoplantar keratoderma,unspecified
HP:0007406,Dark eyelids,layperson
HP:0007407,Excessive skin wrinkling on back of hands and fingers,layperson
HP:0007410,Excessive sweating of palms and soles,layperson
HP:0007410,Hyperhidrosis of palms and soles,unspecified
HP:0007413,Port-wine stain on forehead,layperson
HP:0007414,Wrinkled skin of hands and feet in newborn,layperson
HP:0007417,Discoid lupus erythematosus,unspecified
HP:0007425,Hyperelastic face skin,layperson
HP:0007425,Stretchable face skin,layperson
HP:0007428,Angioectasia of the oral mucosa,unspecified
HP:0007428,Angioectasia of the oral mucous membrane,unspecified
HP:0007428,Spider veins of the oral mucosa,layperson
HP:0007428,Telangiectasia of the oral mucous membrane,unspecified
HP:0007430,Generalised oedema,uk_spelling
HP:0007430,Generalised tissue oedema,uk_spelling
HP:0007430,Generalized tissue edema,unspecified
HP:0007431,Congenital ichthyosis,unspecified
HP:0007431,"Ichthyosis, congenital",unspecified
HP:0007432,Intermittent generalised erythematous papular rash,uk_spelling
HP:0007434,"Hemangioma, facial, plaque-like",unspecified
HP:0007439,Generalised keratosis follicularis,uk_spelling
HP:0007440,Generalised hyperpigmentation,uk_spelling
HP:0007443,"Congenital partial albinism on face, trunk, or limbs",unspecified
HP:0007443,Congenital partial leucoderma,unspecified
HP:0007443,Partial absent skin pigmentation,layperson
HP:0007447,Diffuse palmoplantar keratoderma,unspecified
HP:0007447,"Hyperkeratosis, diffuse palmoplantar",unspecified
HP:0007452,Midfacial capillary hemangioma,unspecified
HP:0007453,Lichenification in skin folds,unspecified
HP:0007459,Generalised anhidrosis,uk_spelling
HP:0007459,Generalised anhydrosis,uk_spelling
HP:0007459,Generalised inability to sweat,uk_spelling
HP:0007459,Generalized anhydrosis,unspecified
HP:0007459,Generalized inability to sweat,unspecified
HP:0007469,Cutis gyrata of palms and soles,unspecified
HP:0007475,Bullous congenital ichthyosiform erythroderma,unspecified
HP:0007475,Epidermolytic hyperkeratosis,unspecified
HP:0007477,Abnormal fingerprints,layperson
HP:0007477,Dermatoglyphic abnormalities,unspecified
HP:0007479,Collodion baby,unspecified
HP:0007479,Congenital lamellar ichthyosis,unspecified
HP:0007479,Congenital non-bullous ichthyosis,unspecified
HP:0007479,Ichthyosis lammellaris,unspecified
HP:0007479,"Ichthyosis, congenital, nonblistering",unspecified
HP:0007479,Nonbullous congenital ichthyosiform erythroderma,unspecified
HP:0007479,Nonbullous congenital ichthyosis,unspecified
HP:0007482,Generalised papillary lesions,uk_spelling
HP:0007485,Absent fat below the skin,layperson
HP:0007485,General absence of subcutaneous fat,unspecified
HP:0007485,Lack of fatty tissue below the skin,layperson
HP:0007489,Diffuse telangiectases,unspecified
HP:0007489,"Telangiectases, random body distribution",unspecified
HP:0007495,Precociously senile appearance,layperson
HP:0007497,"Hyperkeratosis, palmoplantar, focal friction-related",unspecified
HP:0007500,Decreased sweat glands,layperson
HP:0007500,Decreased sweat pores,layperson
HP:0007502,Hyperkeratosis follicularis,unspecified
HP:0007503,Generalised ichthyosis,uk_spelling
HP:0007506,Missing skin on limbs since birth,layperson
HP:0007509,Patchy hypo- and hyper-pigmentation,unspecified
HP:0007513,Fair skin,layperson
HP:0007513,Generalised hypopigmentation,uk_spelling
HP:0007513,Pale pigmentation,layperson
HP:0007514,Edema of dorsum of hands,unspecified
HP:0007514,Oedema of dorsum of hands,uk_spelling
HP:0007514,Oedema of the dorsum of hands,uk_spelling
HP:0007516,Extra skin on fingers,layperson
HP:0007517,Excessive wrinkled skin of palms and soles,layperson
HP:0007517,Furrowed palms and soles,unspecified
HP:0007517,Increased wrinkles of palms and soles,layperson
HP:0007517,Wrinkled palms and soles,layperson
HP:0007517,Wrinkled skin of hands and feet,layperson
HP:0007526,Hypopigmented upper extremeity skin patches,unspecified
HP:0007526,Patchy loss of skin color on arms,layperson
HP:0007526,Patchy loss of skin colour on arms,uk_spelling
HP:0007537,Severe sun sensitivity,layperson
HP:0007544,Piebaldism,unspecified
HP:0007545,Congenital palmoplantar keratoderma,unspecified
HP:0007545,Congenital palmoplantar keratodermia,unspecified
HP:0007545,Congenital palmoplantar keratosis,unspecified
HP:0007550,Lack of sweating or excessive sweating,layperson
HP:0007552,Abnormal fat tissue distribution below the skin,layperson
HP:0007556,Plantar hyperkeratoses,unspecified
HP:0007559,Localised epidermolytic hyperkeratosis,uk_spelling
HP:0007569,Generalised seborrheic dermatitis,uk_spelling
HP:0007569,Generalised seborrheic eczema,uk_spelling
HP:0007569,Generalized seborrheic eczema,unspecified
HP:0007574,Generalised bronze hyperpigmentation,uk_spelling
HP:0007576,Palmar neurofibromas,plural_form
HP:0007588,Reticulate hyperpigmentation,unspecified
HP:0007592,Hypoplastic-absent eccrine sweat glands,unspecified
HP:0007595,Excess skin in infancy,layperson
HP:0007596,Painful noncancerous fat tissue tumor under the skin,layperson
HP:0007596,Painful noncancerous fat tissue tumour under the skin,uk_spelling
HP:0007599,Generalised reticulate brown pigmentation,uk_spelling
HP:0007605,"Redundant, wrinkled skin of palms",layperson
HP:0007609,Hypoproteinemic oedema,uk_spelling
HP:0007616,Port-wine stain on neck,layperson
HP:0007616,Stork bite,layperson
HP:0007618,Skin calcification,layperson
HP:0007620,Cutaneous leiomyomas,unspecified
HP:0007620,Cutaneous leiomyomata,unspecified
HP:0007623,Abnormal pigmentation in sun-exposed skin,layperson
HP:0007626,Lower jaw bone infection,layperson
HP:0007626,"Osteomyelitis, especially of the mandible",unspecified
HP:0007627,Underdevelopment of condylar process of mandible,unspecified
HP:0007628,Decreased size of condylar process of mandible,unspecified
HP:0007628,Decreased size of mandibular condyle,unspecified
HP:0007628,Hypoplasia of condylar process of mandible,unspecified
HP:0007628,Hypoplasia of mandibular condyle,unspecified
HP:0007628,Hypoplasia of subcondylar region of mandible,unspecified
HP:0007628,Small mandibular condyle,unspecified
HP:0007633,Abnormally small eyeball on both sides,layperson
HP:0007633,"Microphthalmia, bilateral",unspecified
HP:0007634,Nonarteritic anterior ischaemic optic neuropathy,uk_spelling
HP:0007641,Color blindness,layperson
HP:0007641,Colour blindness,uk_spelling
HP:0007642,Congenital night blindness,unspecified
HP:0007642,Congenital stationary night blindness,unspecified
HP:0007642,Night blindness since birth,layperson
HP:0007643,Peripheral traction retinal detachment,unspecified
HP:0007643,Tractional retinal detachment at the periphery of the retina,unspecified
HP:0007646,Atrichia of lower eyelashes,unspecified
HP:0007646,Failure of development of lower eyelashes,layperson
HP:0007651,Lower eyelid turned out,layperson
HP:0007656,Absent tear gland,layperson
HP:0007663,Decreased central vision,unspecified
HP:0007663,Decreased clarity of vision,layperson
HP:0007663,Decreased visual acuity,unspecified
HP:0007663,Poor visual acuity,unspecified
HP:0007667,Cystic retinal degeneration,unspecified
HP:0007667,Peripheral cystoid degeneration,unspecified
HP:0007670,Abnormal vestibuloocular reflex,unspecified
HP:0007676,Hypoplastic iris,unspecified
HP:0007676,Iris hypoplasia,unspecified
HP:0007676,Underdeveloped iris,layperson
HP:0007677,Vitelliform macular lesions,plural_form
HP:0007677,Vitelliform-like macular lesions,plural_form
HP:0007678,Narrowing of the tear duct,layperson
HP:0007678,Nasolacrimal duct stenosis,unspecified
HP:0007685,Peripheral avascular retina,unspecified
HP:0007687,Dropping of one upper eyelid,layperson
HP:0007688,Absent cone and rod functions by electroretinogram,unspecified
HP:0007688,Absent rod-and cone-mediated responses on ERG,unspecified
HP:0007697,Decreased size of lower eyelid,layperson
HP:0007697,Underdevelopment of lower eyelid,layperson
HP:0007700,Anterior chamber cleavage defect,unspecified
HP:0007700,Anterior chamber cleavage disorder,unspecified
HP:0007700,Anterior chamber malformation,unspecified
HP:0007700,Anterior chamber mesodermal anomalies,unspecified
HP:0007700,Anterior segment developmental abnormality,unspecified
HP:0007700,Anterior segment dysgenesis,unspecified
HP:0007700,Anterior segment mesencyhmal dysgenesis,unspecified
HP:0007700,Anterior segment ocular dysgenesis,unspecified
HP:0007703,Abnormality of retinal pigment epithelium,unspecified
HP:0007703,Abnormality of retinal pigmentation,unspecified
HP:0007703,Abnormality of RPE,unspecified
HP:0007703,Retinal pigmentary anomaly,unspecified
HP:0007704,"Abnormal eye movements, paroxysmal",unspecified
HP:0007707,Lens agenesis,unspecified
HP:0007716,Intraocular melanoma,unspecified
HP:0007720,Cornea plana,unspecified
HP:0007727,Superficial corneal opacities,unspecified
HP:0007730,Light eye color,layperson
HP:0007730,Light eye colour,uk_spelling
HP:0007730,Reduced iris pigmentation,unspecified
HP:0007732,Hypoplastic lacrimal gland,unspecified
HP:0007732,Underdeveloped tear gland,layperson
HP:0007734,Enlarged tear gland,layperson
HP:0007750,Foveal hypoplasia,unspecified
HP:0007759,Cloudy cornea,unspecified
HP:0007759,Corneal stromal opacity,unspecified
HP:0007766,Hypoplastic optic discs,uk_spelling
HP:0007768,Tortuosity of main retinal vessels,unspecified
HP:0007772,Abnormality of visual tracking,unspecified
HP:0007772,Impairment of visual pursuit,unspecified
HP:0007773,Vitreoretinal abnormality,unspecified
HP:0007773,Vitreoretinal degeneration,unspecified
HP:0007776,Hypotrichosis of lower eyelashes,unspecified
HP:0007776,Partial absence of lower eyelashes,unspecified
HP:0007776,Scanty lower eyelashes,layperson
HP:0007776,Thin lower eyelashes,layperson
HP:0007778,Neovascularization of peripheral and posterior retina,unspecified
HP:0007778,Posterior retinal neovascularisation,unspecified
HP:0007780,"Cataracts, cortical pulverulent",unspecified
HP:0007787,Posterior subcapsular opacities of the lens,unspecified
HP:0007793,Macular retinal pigment epithelial mottling,unspecified
HP:0007797,Retinal vascular malformation,unspecified
HP:0007800,Globe elongated,unspecified
HP:0007800,Increased axial globe length,unspecified
HP:0007800,Increased front to back length of eyeball,layperson
HP:0007803,Complete achromatopsia,unspecified
HP:0007812,Dendritic corneal epithelial ulcer,unspecified
HP:0007812,Herpetiform corneal ulcers,unspecified
HP:0007818,Ring iris heterochromia,unspecified
HP:0007819,Presenile cataract,unspecified
HP:0007820,Atretic lacrimal puncta,plural_form
HP:0007820,Atretic lacrimal punctum,unspecified
HP:0007824,Complete ophthalmoplegia,unspecified
HP:0007824,Global paralysis of gaze,unspecified
HP:0007824,Total internal and external ophthalmoplegia,unspecified
HP:0007834,"Cataract, progressive",unspecified
HP:0007835,S-shaped eyes,layperson
HP:0007835,S-shaped opening between the eyelids,layperson
HP:0007838,Progressive drooping of upper eyelid,layperson
HP:0007840,Ciliary trichomegaly of upper eyelashes,unspecified
HP:0007840,Increased length of upper eyelashes,layperson
HP:0007841,Amyloid deposition in the vitreous humour,uk_spelling
HP:0007841,Vitreous amyloid deposits,unspecified
HP:0007843,Narrowing of blood vessels in back of eye,layperson
HP:0007859,"Nystagmus, congenital horizontal",unspecified
HP:0007873,Prominent Schwalbe lines,unspecified
HP:0007874,Almond shaped eyes,layperson
HP:0007874,Almond-shaped opening between the eyelids,layperson
HP:0007875,Blindness present at birth,layperson
HP:0007875,Congenital amaurosis,unspecified
HP:0007886,Missing eye muscles,layperson
HP:0007889,"Cataracts, posterior, subcapsular, iridescent",unspecified
HP:0007892,Hypoplasia of the lacrimal puncta,plural_form
HP:0007892,Hypoplastic lacrimal puncta,plural_form
HP:0007894,Decreased fundus pigmentation,unspecified
HP:0007894,Depigmented fundus,unspecified
HP:0007894,Hypopigmentation of the fundus,unspecified
HP:0007899,Congenital retinal non-attachment,unspecified
HP:0007900,Underdeveloped tear duct,layperson
HP:0007902,Vitreous haemorrhage,uk_spelling
HP:0007905,Abnormality of iris blood vessels,layperson
HP:0007906,Elevated intraocular pressure,unspecified
HP:0007906,Elevated IOP,abbreviation
HP:0007906,High eye pressure,layperson
HP:0007906,Increased intraocular pressure,unspecified
HP:0007906,Increased IOP,abbreviation
HP:0007906,Raised intraocular pressure,unspecified
HP:0007906,Raised IOP,abbreviation
HP:0007911,Congenital drooping of both upper eyelids,layperson
HP:0007911,"Ptosis, bilateral congenital",unspecified
HP:0007911,"Ptosis, congenital bilateral",unspecified
HP:0007922,Hypermyelinated retinal nerve fibres,uk_spelling
HP:0007922,MRNF,abbreviation
HP:0007922,Retinal striation,unspecified
HP:0007924,Slow decrease in sharpness of vision,layperson
HP:0007924,Subacute deterioration of visual acuity,unspecified
HP:0007925,Absent tear duct,layperson
HP:0007933,Lateral eyebrow flare,unspecified
HP:0007933,Wide lateral eyebrow,unspecified
HP:0007936,Restrictive ophthalmoplegia,unspecified
HP:0007937,Fishnet retinal pigmentation,unspecified
HP:0007937,Honeycomb retinal degeneration,unspecified
HP:0007937,Reticular degeneration of the RPE,unspecified
HP:0007939,Blue cone monochromatism,unspecified
HP:0007939,Incomplete achromatopsia,unspecified
HP:0007939,S-cone monochromacy,unspecified
HP:0007941,Limited extraocular movement,unspecified
HP:0007946,"Narrow palpebral fissure, unilateral",unspecified
HP:0007957,Corneal clouding,unspecified
HP:0007957,Corneal opacities,unspecified
HP:0007957,Reduction of corneal clarity,unspecified
HP:0007957,Scarring or clouding of the cornea of the eye,unspecified
HP:0007965,Absence of visual evoked potentials,unspecified
HP:0007965,Non-detectable VEP,unspecified
HP:0007965,Undetectable VEP,unspecified
HP:0007968,Congenital retinal septum,unspecified
HP:0007968,Persistent fetal vasculature,unspecified
HP:0007968,Persistent foetal vasculature,uk_spelling
HP:0007968,Persistent hyperplasia of primary vitreous,unspecified
HP:0007968,Persistent hyperplastic primary vitreous,unspecified
HP:0007968,Persistent hypertrophic primary vitreous,unspecified
HP:0007968,Persistent posterior fetal fibrovascular sheath of the lens,unspecified
HP:0007968,Persistent posterior foetal fibrovascular sheath of the lens,uk_spelling
HP:0007968,Persistent tunica vasculosa lentis,unspecified
HP:0007970,Congenital drooping upper eyelid,layperson
HP:0007973,Dysplasia/hypoplasia of the retina,unspecified
HP:0007973,Retinal dysgenesis,unspecified
HP:0007976,"Cataracts, congenital, cerulean",unspecified
HP:0007979,"Nystagmus, horizontal, gaze-evoked",unspecified
HP:0007984,Electronegative ERG,abbreviation
HP:0007984,Electroretinogram: reduced b-wave amplitude,unspecified
HP:0007984,Reduced amplitude of dark-adapted bright flash electroretinogram b-wave,unspecified
HP:0007984,Reduced electroretinogram rod b-wave,unspecified
HP:0007984,Reduced ERG amplitude of b-wave,unspecified
HP:0007985,Blocked retinal arteriole,unspecified
HP:0007985,Blocked retinal artery,layperson
HP:0007988,Macular depigmentation,unspecified
HP:0007990,Hypoplastic iris stoma,unspecified
HP:0007990,Iris stromal hypoplasia,unspecified
HP:0007990,Underdeveloped iris stroma,unspecified
HP:0007993,Malformed tear ducts,layperson
HP:0007994,Kalnienk vision,unspecified
HP:0007994,Loss of peripheral vision,layperson
HP:0008000,Decreased blink reflex,unspecified
HP:0008000,Reduced corneal reflex,unspecified
HP:0008002,Abnormality of macular pigmentation,unspecified
HP:0008009,Triple row of eyelashes,layperson
HP:0008011,Peripheral corneal opacity,unspecified
HP:0008019,Superior subluxated lens,unspecified
HP:0008020,Progressive cone degeneration,unspecified
HP:0008020,Progressive cone dystrophy,unspecified
HP:0008028,Cystic macular degeneration,unspecified
HP:0008038,Absent/underdeveloped lacrimal glands,unspecified
HP:0008038,Absent/underdeveloped tear glands,layperson
HP:0008043,Constricted retinal arterioles,unspecified
HP:0008043,Narrow retinal arterioles,unspecified
HP:0008043,Retinal arteriolar constriction,unspecified
HP:0008043,Retinal arteriolar narrowing,unspecified
HP:0008045,High flash visual evoked potentials,unspecified
HP:0008046,Abnormality of retina blood vessels,layperson
HP:0008046,Abnormality of the retinal vasculature,unspecified
HP:0008047,Abnormality of eye blood vessels,layperson
HP:0008048,Abnormality of the line of Schwalbe,unspecified
HP:0008050,Abnormality of the opening between the eyelids,layperson
HP:0008052,Retinal folds,unspecified
HP:0008053,Absent/small iris,layperson
HP:0008053,Absent/underdeveloped iris,layperson
HP:0008054,Abnormal morphology of the conjunctiva vasculature,unspecified
HP:0008054,Abnormal vasculature of the conjunctiva morphology,unspecified
HP:0008054,Abnormality of the vasculature of the conjunctiva,unspecified
HP:0008055,Absent/underdeveloped uvea,unspecified
HP:0008056,Absent/small eye,layperson
HP:0008056,Absent/underdeveloped eye,layperson
HP:0008057,Absent/small fundus,unspecified
HP:0008058,Absent/small optic nerve,layperson
HP:0008058,Absent/underdeveloped optic nerve,layperson
HP:0008059,Absent/underdeveloped macula,unspecified
HP:0008060,Absent/underdeveloped fovea,unspecified
HP:0008061,Absent/small retina,layperson
HP:0008061,Absent/underdeveloped retina,layperson
HP:0008063,Absent/small lens,layperson
HP:0008063,Absent/underdeveloped lens,layperson
HP:0008064,Ichthyosiform abnormality of the skin,unspecified
HP:0008064,Ichthyotic skin,unspecified
HP:0008065,Absent/small skin,layperson
HP:0008065,Absent/underdeveloped skin,layperson
HP:0008066,Blister,unspecified
HP:0008066,"Blistering, generalised",uk_spelling
HP:0008066,"Blistering, generalized",layperson
HP:0008066,Blisters,layperson
HP:0008066,Skin bullae,unspecified
HP:0008067,Abnormally loose or hyperelastic skin,layperson
HP:0008067,Abnormally loose or stretchable skin,layperson
HP:0008069,Dermatological tumors,unspecified
HP:0008069,Dermatological tumours,uk_spelling
HP:0008069,Skin tumors,layperson
HP:0008069,Skin tumours,uk_spelling
HP:0008069,Tumor of the skin,layperson
HP:0008069,Tumour of the skin,uk_spelling
HP:0008070,Decreased hair growth,unspecified
HP:0008070,Decreased hair growth on body,unspecified
HP:0008070,Hypotrichosis,unspecified
HP:0008070,Marked hypotrichosis,unspecified
HP:0008070,Sparse hair since birth,unspecified
HP:0008073,Low maternal serum estriol,layperson
HP:0008079,Absent 5th long bone of foot,layperson
HP:0008079,Absent 5th metatarsals,unspecified
HP:0008079,Aplasia of the fifth metatarsal bone,unspecified
HP:0008080,Hitchhiker hallux,unspecified
HP:0008080,Hyperabducted big toe,unspecified
HP:0008080,Medially deviated halluces,unspecified
HP:0008081,Valgus foot deformity,unspecified
HP:0008083,Underdeveloped 2nd-5th middle toe bones,layperson
HP:0008089,Abnormality of the 5th long bone of foot,layperson
HP:0008093,Short fourth toe,layperson
HP:0008095,Osteolysis of tali,unspecified
HP:0008103,Tarsal delayed ossification,unspecified
HP:0008108,Precociously ossified tarsal bones,unspecified
HP:0008111,Broad distal big toe,unspecified
HP:0008112,Plantar flexion contractures,plural_form
HP:0008115,3rd toe clinodactyly,unspecified
HP:0008119,Deformed ankle bones,layperson
HP:0008127,Delayed coalescence of bipartite calcanei,unspecified
HP:0008127,Delayed coalescence of calcaneal ossification centers,unspecified
HP:0008127,Delayed coalescence of calcaneal ossification centres,uk_spelling
HP:0008127,Delayed fusion of bipartite calcanei,unspecified
HP:0008127,Double calcaneal ossification center,unspecified
HP:0008127,Double calcaneal ossification centre,uk_spelling
HP:0008127,Extra calcaneal ossification center,unspecified
HP:0008127,Extra calcaneal ossification centre,uk_spelling
HP:0008134,Irregular tarsal centers,unspecified
HP:0008134,Irregular tarsal centres,uk_spelling
HP:0008151,Increased INR,abbreviation
HP:0008151,Increased international normalised ratio,uk_spelling
HP:0008151,Increased international normalized ratio,unspecified
HP:0008151,Low factor II activity,unspecified
HP:0008151,Prolonged PT,abbreviation
HP:0008151,Reduced factor II activity,unspecified
HP:0008151,Reduced prothrombin activity,unspecified
HP:0008153,Hypokalemic periodic paresis,unspecified
HP:0008161,Absent leukocyte ALP,abbreviation
HP:0008162,"Hyperammonemia, asymptomatic",unspecified
HP:0008163,Decreased cortisol production,unspecified
HP:0008163,Glucocorticoid insufficiency,unspecified
HP:0008163,Hypocortisolemia,unspecified
HP:0008163,Low blood cortisol level,layperson
HP:0008163,Low to undetectable plasma cortisol,unspecified
HP:0008163,Plasma cortisol low,unspecified
HP:0008166,Beta-galactosidase deficiency in fibroblasts and white blood cells,unspecified
HP:0008166,Beta-galactosidase-1 deficiency,unspecified
HP:0008166,Decreased beta galactosidase activity,unspecified
HP:0008179,Decreased Arden ratio of EOG,abbreviation
HP:0008180,Mildly elevated CPK,abbreviation
HP:0008180,Mildly elevated creatine phosphokinase,unspecified
HP:0008180,Mildly elevated serum CK,abbreviation
HP:0008180,Mildly elevated serum CPK,abbreviation
HP:0008180,Mildly elevated serum phospho-CK,abbreviation
HP:0008180,Mildly increased creatine kinase,unspecified
HP:0008180,Mildly increased serum creatine kinase,unspecified
HP:0008180,Moderately elevated serum CK,abbreviation
HP:0008180,Moderately elevated serum CPK,abbreviation
HP:0008180,Moderately increased serum creatine kinase,unspecified
HP:0008182,Small adrenal cortex,layperson
HP:0008185,Early onset of puberty in males,layperson
HP:0008185,Male precocious puberty,unspecified
HP:0008187,No secondary sexual characteristics at puberty,unspecified
HP:0008188,Thyroid dysplasia,unspecified
HP:0008198,Neonatal hypoparathyroidism,unspecified
HP:0008202,Prolactin deficiency,unspecified
