hpo_id,alias_en,synonym_type
HP:0004481,Progressively abnormally enlarging cranium,layperson
HP:0004481,Progressively abnormally enlarging skull,layperson
HP:0004482,Disproportionately large head,unspecified
HP:0004482,"Macrocephaly, relative",unspecified
HP:0004482,Relatively large head,layperson
HP:0004484,Uneven craniofacial structures,unspecified
HP:0004485,Cranium stopped growing,unspecified
HP:0004485,Head stopped growing,layperson
HP:0004488,Big cranium present at birth,unspecified
HP:0004488,Big cranium present since birth,unspecified
HP:0004488,Big skull present at birth,layperson
HP:0004488,Big skull present since birth,layperson
HP:0004488,Congenital large cranium,unspecified
HP:0004488,Congenital large skull,unspecified
HP:0004488,Congenital macrocephaly,unspecified
HP:0004488,Head circumference large for gestational age,unspecified
HP:0004488,Large cranium present at birth,unspecified
HP:0004488,Large cranium present since birth,unspecified
HP:0004488,Large skull present at birth,layperson
HP:0004488,Large skull present since birth,layperson
HP:0004490,Hyperostosis of calvarial bones,unspecified
HP:0004490,Increased ossification of calvarial bones,unspecified
HP:0004490,Overgrowth of skullcap,layperson
HP:0004491,Large posterior fontanel,unspecified
HP:0004492,Widely patent fontanels and sutures,unspecified
HP:0004493,Excessive bone growth of the skull and face,layperson
HP:0004493,Hyperostosis of craniofacial bones,unspecified
HP:0004493,Increased ossification of craniofacial bones,unspecified
HP:0004499,Chronic nasal inflammation due to narrow nasal airway,layperson
HP:0004502,Bilateral blockage of the rear opening of the nasal cavity,layperson
HP:0004502,Bilateral obstruction of the rear opening of the nasal cavity,layperson
HP:0004510,Hyperplastic islets of langerhans,unspecified
HP:0004510,Hypertrophic pancreatic islets,unspecified
HP:0004510,Islet of Langerhans hyperplasia,unspecified
HP:0004510,Islets of langerhans hypertrophy,unspecified
HP:0004510,Pancreatic islet-cell hypertrophy,unspecified
HP:0004523,Elongated eyebrow,layperson
HP:0004523,Increased horizontal length of eyebrow,layperson
HP:0004523,Increased transverse length of eyebrow,layperson
HP:0004524,Reduced hair growth in temporal region,layperson
HP:0004528,Generalised hypotrichosis,uk_spelling
HP:0004528,"Hypotrichosis, generalised",uk_spelling
HP:0004528,"Hypotrichosis, generalized",unspecified
HP:0004535,Congenital cervical hypertrichosis,unspecified
HP:0004535,"Hypertrichosis, congenital anterior cervical",unspecified
HP:0004540,Congenital generalised hypertrichosis,uk_spelling
HP:0004540,Congenital generalized hypertrichosis,unspecified
HP:0004540,"Congenital, generalised hypertrichosis",uk_spelling
HP:0004540,Hypertrichosis universalis,unspecified
HP:0004552,Cicatricial alopecia,unspecified
HP:0004554,Generalised hypertrichosis,uk_spelling
HP:0004558,Flattened cervical vertebral bodies,unspecified
HP:0004563,Increased density of spinal bone,layperson
HP:0004563,Ivory spinal bone,unspecified
HP:0004565,"platyspondyly, extreme",unspecified
HP:0004566,Pear-shaped vertebral bodies,unspecified
HP:0004570,Tall vertebral bodies,unspecified
HP:0004576,Endplate sclerosis,unspecified
HP:0004586,Biconcave 'codfish' vertebrae,unspecified
HP:0004586,Biconcave vertebrae,unspecified
HP:0004586,Codfish vertebrae,unspecified
HP:0004586,Fish vertebrae,unspecified
HP:0004586,Scalloping of vertebral bodies,unspecified
HP:0004590,Small sacrum,layperson
HP:0004598,Supernumerary vertebral ossification centres,uk_spelling
HP:0004602,Fusion of cervical vertebrae c2-3,unspecified
HP:0004602,Klippel-Feil anomaly,unspecified
HP:0004602,Klippel-Feil syndrome,unspecified
HP:0004610,Lumbar spinal stenosis,unspecified
HP:0004610,Narrow lumbar spinal canal,unspecified
HP:0004611,Anteriorly concave vertebrae,unspecified
HP:0004621,Hyperplastic vertebral pedicles,unspecified
HP:0004734,Cortical microcysts,unspecified
HP:0004734,Multiple renal cortical microcysts,unspecified
HP:0004734,Multiple small renal cortical cysts,unspecified
HP:0005562,Multiple kidney cysts,layperson
HP:0005948,Cystic lung disease,unspecified
HP:0005948,Multiple lung cysts,unspecified
HP:0005990,Hypoplastic thyroid,unspecified
HP:0005990,Small thyroid gland,layperson
HP:0006094,Increased mobility in finger joint,layperson
HP:0006095,Wide tips of outermost digital bone,layperson
HP:0006097,Partial or complete syndactyly 3rd-4th fingers,unspecified
HP:0006097,Webbed 3rd-4th finger,unspecified
HP:0006097,Webbed 3rd-4th fingers,layperson
HP:0006101,Partial syndactyly,unspecified
HP:0006107,Finger pad telangiectases,unspecified
HP:0006107,Small dilated blood vessels in fingerpads,layperson
HP:0006108,Tapered long bones of hand,layperson
HP:0006109,Absent interphalangeal creases,unspecified
HP:0006114,Multiple palm lines,layperson
HP:0006118,Shortening of all outermost bones of the fingers,layperson
HP:0006119,Pointed innermost long bone of hand,layperson
HP:0006119,Pointed proximal metacarpals,unspecified
HP:0006127,Long innermost finger bone,layperson
HP:0006129,Drumstick shaped digital bones,layperson
HP:0006134,Enlarged end part of long bone of hand,layperson
HP:0006135,Decreased finger movement,layperson
HP:0006140,Premature fusion of end part of digital bone,layperson
HP:0006143,Abnormal finger flexion creases,plural_form
HP:0006144,Shortening of all innermost bones of the fingers,layperson
HP:0006145,Y-shaped central long bones of hand,layperson
HP:0006146,Broad end part of long bone of hand,layperson
HP:0006152,Fused innermost hinge joints,layperson
HP:0006152,Proximal interphalangeal joint synostoses,unspecified
HP:0006152,Proximal symphalangism of hands,unspecified
HP:0006155,Long finger bone,layperson
HP:0006156,Ulnar deviation of the 1st finger,unspecified
HP:0006159,Interdigital finger polydactyly,unspecified
HP:0006160,Irregular long bones of hand,layperson
HP:0006161,Short long bone of hand with rounded innermost ends,layperson
HP:0006162,Soft tissue swelling of hinge joints,layperson
HP:0006166,Cylindrical shaped long bones of hand,layperson
HP:0006167,Prominent innermost hinge joints,layperson
HP:0006170,Chess-pawn shaped outermost bone,layperson
HP:0006172,"Flattened, squared-off end part of tubular bones",layperson
HP:0006176,Two carpal ossification centres present at birth,uk_spelling
HP:0006179,Extra bone on end of second long bone of hand,layperson
HP:0006179,Pseudoepiphysis of the 2nd metacarpal,unspecified
HP:0006184,Hypoplastic palmar creases,unspecified
HP:0006184,Poorly formed palmar creases,unspecified
HP:0006184,Shallow palm line,layperson
HP:0006184,Shallow palmar creases,unspecified
HP:0006185,Enlarged innermost hinge joint,layperson
HP:0006191,Deep palm line,layperson
HP:0006191,Deep palmar creases,unspecified
HP:0006192,Tapered finger bone,layperson
HP:0006193,Thimble-shaped middle bones of hand,layperson
HP:0006200,Widened outermost bone of limb,layperson
HP:0006201,Increased mobility of outermost hinge joint,layperson
HP:0006203,Decreased range of movement range in hinge joints,layperson
HP:0006205,Irregular finger bones,layperson
HP:0006209,Partial-complete absence of 5th digital bone,layperson
HP:0006213,Thin innermost bone with broad end part of the hand bone,layperson
HP:0006216,Fifth finger single interphalangeal crease,unspecified
HP:0006217,Limited mobility of innermost hinge joint,layperson
HP:0006234,Tarsal bone osteolysis,unspecified
HP:0006234,Tarsal osteolysis,unspecified
HP:0006236,Slender long bones of hand,layperson
HP:0006237,Prominent hinge joints,layperson
HP:0006239,Brachymesophalangy of feet,unspecified
HP:0006239,Shortening of all the middle bones of the toes,layperson
HP:0006247,Enlarged hinge joints,layperson
HP:0006248,Limited movement of the wrist,layperson
HP:0006253,Swelling of innermost hinge joints,layperson
HP:0006254,Elevated alpha-fetoprotein concentration,unspecified
HP:0006254,Elevated alpha-fetoprotein level,unspecified
HP:0006254,Elevated alpha-fetoprotein level in blood,unspecified
HP:0006254,Increased alpha-fetoprotein concentration,unspecified
HP:0006254,Increased alpha-fetoprotein level,unspecified
HP:0006254,Increased alpha-fetoprotein level in blood,unspecified
HP:0006254,Increased levels of alpha fetoprotein,unspecified
HP:0006254,Increased serum alpha-fetoprotein,unspecified
HP:0006254,Serum alpha-fetoprotein increased,unspecified
HP:0006257,Abnormal wrist bone maturation,layperson
HP:0006261,Abnormality of phalangeal joints of the hand,unspecified
HP:0006261,Abnormality of the small joints of the hand,layperson
HP:0006262,Absent/small little finger,layperson
HP:0006262,Absent/small pinkie finger,layperson
HP:0006262,Absent/small pinky finger,layperson
HP:0006262,Absent/underdeveloped little finger,layperson
HP:0006262,Absent/underdeveloped pinkie finger,layperson
HP:0006262,Absent/underdeveloped pinky finger,layperson
HP:0006263,Abnormality of the end part of the index finger bone,layperson
HP:0006264,Absent/small index finger,layperson
HP:0006264,Absent/underdeveloped index finger,layperson
HP:0006265,Absent/small fingers,layperson
HP:0006265,Absent/underdeveloped fingers,layperson
HP:0006267,Placental enlargement,unspecified
HP:0006270,Underdeveloped spleen,layperson
HP:0006278,Abnormal pancreas location,layperson
HP:0006280,Chronic pancreas inflammation,layperson
HP:0006282,Generalised hypoplasia of dental enamel,uk_spelling
HP:0006282,Generalised hypoplasia of tooth enamel,uk_spelling
HP:0006282,Generalized hypoplasia of tooth enamel,unspecified
HP:0006283,Failure of eruption of multiple teeth,unspecified
HP:0006283,Multiple non-erupting teeth,layperson
HP:0006285,Decreased enamel mineralisation,unspecified
HP:0006285,Hypomineralization of enamel,unspecified
HP:0006285,Mottled tooth enamel,unspecified
HP:0006285,Poorly mineralized tooth enamel,layperson
HP:0006286,Yellow-brown discolored teeth,layperson
HP:0006286,Yellow-brown discoloured teeth,uk_spelling
HP:0006286,Yellow-brown tooth shade,unspecified
HP:0006288,Advanced dental eruption,unspecified
HP:0006288,Advanced tooth eruption,unspecified
HP:0006288,Early dental eruption,unspecified
HP:0006288,Early eruption of teeth,layperson
HP:0006288,"Eruption, advanced",unspecified
HP:0006288,Premature dental eruption,unspecified
HP:0006288,Premature eruption of teeth,unspecified
HP:0006288,Premature tooth eruption,unspecified
HP:0006289,Absent central incisor,layperson
HP:0006289,Failure of development of central incisor,unspecified
HP:0006290,Discoloured lateral incisors,uk_spelling
HP:0006291,Severe delay of eruption of adult teeth,layperson
HP:0006291,Severe delay of eruption of permanent teeth,layperson
HP:0006291,Very late eruption of adult teeth,layperson
HP:0006291,Very late eruption of permanent teeth,layperson
HP:0006292,Abnormal dental eruption,unspecified
HP:0006292,Abnormality of tooth eruption,layperson
HP:0006293,Failure of development of maxillary central incisor,unspecified
HP:0006297,Dental enamel hypoplasia,unspecified
HP:0006297,Enamel hypotrophy,unspecified
HP:0006297,"Enamel, underdeveloped",unspecified
HP:0006297,Hypoplasia of dental enamel,unspecified
HP:0006297,Hypoplasia of tooth enamel,unspecified
HP:0006297,Underdeveloped teeth enamel,layperson
HP:0006302,Dagger shaped pulp denticles,unspecified
HP:0006302,Dagger shaped pulp stones,unspecified
HP:0006304,Anterior diastema of teeth,unspecified
HP:0006304,Gap between front teeth,layperson
HP:0006304,Widely spaced front teeth,layperson
HP:0006308,Atrophy of alveolar margins,unspecified
HP:0006308,Atrophy of alveolar processes of jaw,unspecified
HP:0006308,Resorption of alveolar margins,unspecified
HP:0006308,Resorption of alveolar processes of jaw,unspecified
HP:0006308,Resorption of alveolar ridges,unspecified
HP:0006308,Shrinking of alveolar ridges,unspecified
HP:0006308,Shrinking of gum ridges,layperson
HP:0006311,Decreased tooth mass,layperson
HP:0006311,Decreased width of all teeth,layperson
HP:0006311,Generalised microdontia,uk_spelling
HP:0006313,Generalised spacing of primary teeth,uk_spelling
HP:0006313,Generalized spacing of primary teeth,unspecified
HP:0006313,Wide gaps between baby teeth,layperson
HP:0006313,Wide gaps between primary teeth,unspecified
HP:0006313,Widely spaced baby teeth,layperson
HP:0006313,Widely spaced deciduous teeth,unspecified
HP:0006313,Widely spaced milk teeth,layperson
HP:0006315,Only one upper front tooth,layperson
HP:0006315,Single central incisor,unspecified
HP:0006315,Single central upper incisor,unspecified
HP:0006315,Single maxillary central incisor,unspecified
HP:0006315,Single median incisor,unspecified
HP:0006315,Single median maxillary incisor,unspecified
HP:0006315,Single midline maxillary incisor,unspecified
HP:0006315,Single midline upper front tooth,unspecified
HP:0006315,Solitary midline maxillary central incisor,unspecified
HP:0006316,Irregular dental spacing,layperson
HP:0006316,Variability of dental spacing,unspecified
HP:0006316,Variability of spacing between teeth,layperson
HP:0006321,Failure of eruption of multiple adult teeth,unspecified
HP:0006321,Failure of eruption of multiple permanent teeth,unspecified
HP:0006321,Multiple non-erupting adult teeth,unspecified
HP:0006321,Multiple non-erupting permanent teeth,unspecified
HP:0006321,Multiple unerupted adult teeth,unspecified
HP:0006321,Multiple unerupted permanent teeth,unspecified
HP:0006323,Early loss of baby teeth,layperson
HP:0006323,Early loss of deciduous teeth,unspecified
HP:0006323,Early loss of primary teeth,unspecified
HP:0006323,Premature deciduous tooth loss,unspecified
HP:0006323,Premature loss of baby teeth,layperson
HP:0006323,Premature loss of deciduous teeth,unspecified
HP:0006326,Failure of dental eruption due to mucopolysaccharidoses,unspecified
HP:0006326,Failure of tooth eruption due to mucopolysaccharidoses,unspecified
HP:0006326,Impacted teeth due to mucopolysaccharidoses,unspecified
HP:0006326,Unerupted dentition due to mucopolysaccharidoses,unspecified
HP:0006326,Unerupted teeth due to mucopolysaccharidoses,unspecified
HP:0006329,Decreased size of alveolar process of jaw,unspecified
HP:0006329,Decreased size of alveolar ridge,unspecified
HP:0006329,Hypoplasia of alveolar ridge,unspecified
HP:0006329,Hypoplastic alveolar bone,unspecified
HP:0006329,Small alveolar process of jaw,unspecified
HP:0006329,Small alveolar ridge,unspecified
HP:0006329,Underdevelopment of alveolar process of jaw,unspecified
HP:0006329,Underdevelopment of alveolar ridge,unspecified
