disease_id,disease_name,tier,has_mendelian_gene,genes,pathogenic_variants,pathogenic_snv,snv_at_panel_position,allele_match,strand_flip_match,best_review_stars_matched,matched_variation_ids
OMIM:608572,Burn-Mckeown syndrome,snv_fora_do_painel,True,TXNL4A,8,3,0,0,0,,
OMIM:608594,"Lipodystrophy, congenital generalized, type 1",snv_fora_do_painel,True,AGPAT2,31,19,0,0,0,,
OMIM:608600,"Lipodystrophy, familial partial, type 1",sem_variante_patogenica,True,NOTCH3,0,0,0,0,0,,
OMIM:608611,Ribose 5-phosphate isomerase deficiency,snv_fora_do_painel,True,RPIA,8,7,0,0,0,,
OMIM:608612,Mandibuloacral dysplasia with type B lipodystrophy,snv_fora_do_painel,True,ZMPSTE24,12,9,0,0,0,,
OMIM:608615,Oligodontia-colorectal cancer syndrome,snv_fora_do_painel,True,AXIN2,123,42,0,0,0,,
OMIM:608622,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",sem_variante_patogenica,False,KCNMB1,0,0,0,0,0,,
OMIM:608627,Amyotrophic lateral sclerosis 8,snv_fora_do_painel,True,VAPB,2,2,0,0,0,,
OMIM:608629,Joubert syndrome 3,snv_fora_do_painel,True,AHI1,112,67,0,0,0,,
OMIM:608634,"Neuronopathy, distal hereditary motor, type IIB",snv_fora_do_painel,True,HSPB1,17,13,0,0,0,,
OMIM:608641,"Deafness, autosomal dominant nonsyndromic sensorineural 28",snv_fora_do_painel,True,GRHL2,10,7,0,0,0,,
OMIM:608643,Aromatic L-amino acid decarboxylase deficiency,posicao_alelo_diferente,True,DDC,87,67,1,0,0,,
OMIM:608644,"Ciliary dyskinesia, primary, 3, with or without situs inversus",snv_fora_do_painel,True,DNAH5,292,184,0,0,0,,
OMIM:608647,"Ciliary dyskinesia, primary, 5",snv_fora_do_painel,True,HYDIN,58,30,0,0,0,,
OMIM:608649,Ichthyosis prematurity syndrome,snv_fora_do_painel,True,SLC27A4,25,19,0,0,0,,
OMIM:608653,"Deafness, autosomal recessive 32, with or without immotile sperm",snv_fora_do_painel,True,CDC14A,8,7,0,0,0,,
OMIM:608654,"Neuropathy, hereditary sensory and autonomic, type V",snv_fora_do_painel,True,NGF,4,3,0,0,0,,
OMIM:608673,"Charcot-Marie-Tooth disease, axonal, type 2L",snv_fora_do_painel,True,HSPB8,7,4,0,0,0,,
OMIM:608681,"Spondylocostal dysostosis 2, autosomal recessive",snv_fora_do_painel,True,MESP2,47,18,0,0,0,,
OMIM:608688,AICA-ribosiduria due to ATIC deficiency,snv_fora_do_painel,True,ATIC,6,3,0,0,0,,
OMIM:608703,Spinocerebellar ataxia 25,snv_fora_do_painel,True,PNPT1,9,6,0,0,0,,
OMIM:608709,"Lipodystrophy, partial, acquired, susceptibility to",sem_variante_patogenica,False,LMNB2,0,0,0,0,0,,
OMIM:608716,"Microcephaly 5, primary, autosomal recessive",snv_fora_do_painel,True,ASPM,213,106,0,0,0,,
OMIM:608728,"Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type",snv_fora_do_painel,True,MATN3,4,4,0,0,0,,
OMIM:608747,Insulin-Like growth factor I deficiency,snv_fora_do_painel,True,IGF1,2,1,0,0,0,,
OMIM:608751,"Cardiomyopathy, familial hypertrophic, 8",snv_fora_do_painel,True,MYL3,3,2,0,0,0,,
OMIM:608758,"Cardiomyopathy, familial hypertrophic, 10",snv_fora_do_painel,True,MYL2,7,7,0,0,0,,
OMIM:608768,Spinocerebellar ataxia 8,sem_variante_patogenica,True,ATXN8;ATXN8OS,0,0,0,0,0,,
OMIM:608776,"Congenital disorder of glycosylation, type Il",snv_fora_do_painel,True,ALG9,71,44,0,0,0,,
OMIM:608779,"Congenital disorder of glycosylation, type IIe",snv_fora_do_painel,True,COG7,26,20,0,0,0,,
OMIM:608782,Pyruvate dehydrogenase phosphatase deficiency,snv_fora_do_painel,True,PDP1,15,9,0,0,0,,
OMIM:608799,"Congenital disorder of glycosylation, type IE",snv_fora_do_painel,True,DPM1,20,13,0,0,0,,
OMIM:608800,Sudden infant death with dysgenesis of the testes syndrome,snv_fora_do_painel,True,TSPYL1,4,2,0,0,0,,
OMIM:608804,"Leukodystrophy, hypomyelinating, 2",snv_fora_do_painel,True,GJC2,40,21,0,0,0,,
OMIM:608805,"Avascular necrosis of femoral head, primary, 1",snv_fora_do_painel,True,COL2A1,4,3,0,0,0,,
OMIM:608807,"Muscular dystrophy, limb-girdle, autosomal recessive 10",snv_fora_do_painel,True,TTN,4052,1714,0,0,0,,
OMIM:608836,"Carnitine palmitoyltransferase II deficiency, lethal neonatal",snv_fora_do_painel,True,CPT2,56,29,0,0,0,,
OMIM:608837,Carney complex variant,snv_fora_do_painel,True,MYH8,2,2,0,0,0,,
OMIM:608840,"Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6",snv_fora_do_painel,True,LARGE1,30,13,0,0,0,,
OMIM:608864,"Orofacial cleft 6, susceptibility to",snv_fora_do_painel,False,IRF6,68,55,0,0,0,,
OMIM:608874,Orofacial cleft 5,snv_fora_do_painel,True,MSX1,2,1,0,0,0,,
OMIM:608885,Stomatin-deficient cryohydrocytosis with neurologic defects,snv_fora_do_painel,True,SLC2A1,14,11,0,0,0,,
OMIM:608895,"Macular degeneration, age-related, 3",sem_snv,True,FBLN5,1,0,0,0,0,,
OMIM:608898,"Hemophagocytic lymphohistiocytosis, familial, 3",snv_fora_do_painel,True,UNC13D,183,99,0,0,0,,
OMIM:608902,"Drug metabolism, poor, cyp2d6-relateddrug metabolism, ultrarapid, cyp2d6-related, included",sem_variante_patogenica,False,CYP2D6,0,0,0,0,0,,
OMIM:608907,"Alzheimer disease 9, susceptibility to",snv_fora_do_painel,False,ABCA7,10,5,0,0,0,,
OMIM:608908,Myopia 6,snv_fora_do_painel,True,SCO2,9,5,0,0,0,,
OMIM:608930,"Myasthenic syndrome, congenital, 1B, fast-channel",snv_fora_do_painel,True,CHRNA1,10,7,0,0,0,,
OMIM:608931,"Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency",snv_fora_do_painel,True,CHRNE;GFPT1;MUSK,73,43,0,0,0,,
OMIM:608940,Spondylometaphyseal dysplasia with cone-rod dystrophy,snv_fora_do_painel,True,PCYT1A,11,10,0,0,0,,
OMIM:608957,"Cd8 deficiency, familial",snv_fora_do_painel,True,CD8A,2,2,0,0,0,,
OMIM:608970,"Macular dystrophy, butterfly-shaped pigmentary, 2",snv_fora_do_painel,True,CTNNA1,11,6,0,0,0,,
OMIM:608971,"Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive",snv_fora_do_painel,True,IL7R,89,57,0,0,0,,
OMIM:608978,Meacham syndrome,snv_fora_do_painel,True,WT1,3,3,0,0,0,,
OMIM:608980,Bifid nose with or without anorectal and renal anomalies,snv_fora_do_painel,True,FREM1,39,23,0,0,0,,
OMIM:608984,"Ataxia, sensory, autosomal dominant",snv_fora_do_painel,True,RNF170,1,1,0,0,0,,
OMIM:608996,Premature ovarian failure 3,snv_fora_do_painel,True,FOXL2,15,5,0,0,0,,
OMIM:609006,"Deafness, autosomal recessive 36, with or without vestibular involvement",snv_fora_do_painel,True,ESPN,15,6,0,0,0,,
OMIM:609015,Mitochondrial trifunctional protein deficiency,snv_fora_do_painel,True,HADHA,53,34,0,0,0,,
OMIM:609016,Long-Chain 3-hydroxyacyl-coa dehydrogenase deficiency,snv_fora_do_painel,True,HADHA,203,93,0,0,0,,
OMIM:609033,"Ataxia, posterior column, with retinitis pigmentosa",snv_fora_do_painel,True,FLVCR1,17,13,0,0,0,,
OMIM:609040,"Arrhythmogenic right ventricular dysplasia, familial, 9",snv_fora_do_painel,True,PKP2,254,107,0,0,0,,
OMIM:609048,"Melanoma, cutaneous malignant, susceptibility to, 3",snv_fora_do_painel,False,CDK4,2,2,0,0,0,,
OMIM:609049,Pierson syndrome,snv_fora_do_painel,True,LAMB2,84,48,0,0,0,,
OMIM:609053,"Fanconi anemia, complementation group I",snv_fora_do_painel,True,FANCI,105,53,0,0,0,,
OMIM:609054,"Fanconi anemia, complementation group J",snv_fora_do_painel,True,BRIP1,506,215,0,0,0,,
OMIM:609056,Salt and pepper developmental regression syndrome,snv_fora_do_painel,True,ST3GAL5,47,26,0,0,0,,
OMIM:609057,Nephropathy with pretibial epidermolysis bullosa and deafness,snv_fora_do_painel,True,CD151,6,3,0,0,0,,
OMIM:609060,Combined oxidative phosphorylation deficiency 1,snv_fora_do_painel,True,GFM1,111,57,0,0,0,,
OMIM:609069,Pancreatic and cerebellar agenesis,snv_fora_do_painel,True,PTF1A,4,2,0,0,0,,
OMIM:609115,"Limb-girdle muscular dystrophy, type 1G",snv_fora_do_painel,True,HNRNPDL,2,2,0,0,0,,
OMIM:609129,"Auditory neuropathy, autosomal dominant, 1",sem_snv,True,DIAPH3,2,0,0,0,0,,
OMIM:609135,Aplastic anemia,snv_fora_do_painel,True,IFNG;NBN;PRF1;SBDS;TERT,224,114,0,0,0,,
OMIM:609136,"Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease",snv_fora_do_painel,True,SOX10,23,13,0,0,0,,
OMIM:609140,"Corneal dystrophy, posterior polymorphous, 2",snv_fora_do_painel,True,COL8A2,2,2,0,0,0,,
OMIM:609141,"Corneal dystrophy, posterior polymorphous, 3",snv_fora_do_painel,True,ZEB1,8,5,0,0,0,,
OMIM:609152,"Hyperthyroidism, nonautoimmune",snv_fora_do_painel,True,TSHR,28,24,0,0,0,,
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",snv_fora_do_painel,True,ABCB6,2,2,0,0,0,,
OMIM:609161,"Striatal degeneration, autosomal dominant",snv_fora_do_painel,True,PDE8B,3,1,0,0,0,,
OMIM:609162,"Czech dysplasia, Metatarsal type",snv_fora_do_painel,True,COL2A1,3,3,0,0,0,,
OMIM:609165,"Erythroderma, ichthyosiform, congenital reticular",snv_fora_do_painel,True,KRT10,10,5,0,0,0,,
OMIM:609180,"Congenital disorder of glycosylation, type IF",snv_fora_do_painel,True,MPDU1,10,7,0,0,0,,
OMIM:609192,Loeys-Dietz syndrome 1,snv_fora_do_painel,True,TGFBR1,27,23,0,0,0,,
OMIM:609195,"Spastic paraplegia 26, autosomal recessive",snv_fora_do_painel,True,B4GALNT1,13,7,0,0,0,,
OMIM:609200,"Myopathy, myofibrillar, 3",snv_fora_do_painel,True,MYOT,8,8,0,0,0,,
OMIM:609218,Foveal hypoplasia 2,snv_fora_do_painel,True,SLC38A8,25,19,0,0,0,,
OMIM:609220,Bruck syndrome 2,snv_fora_do_painel,True,PLOD2,21,16,0,0,0,,
OMIM:609227,"Griscelli syndrome, type 3",snv_fora_do_painel,True,MLPH,9,5,0,0,0,,
OMIM:609241,"Schindler disease, type I",snv_fora_do_painel,True,NAGA,38,23,0,0,0,,
OMIM:609242,Kanzaki disease,snv_fora_do_painel,True,NAGA,9,7,0,0,0,,
OMIM:609254,Senior-Loken syndrome 5,snv_fora_do_painel,True,IQCB1,43,28,0,0,0,,
OMIM:609260,"Charcot-marie-tooth disease, axonal, type 2A2A",snv_fora_do_painel,True,MFN2,59,58,0,0,0,,
OMIM:609265,Li-Fraumeni syndrome 2,snv_fora_do_painel,True,CHEK2,68,40,0,0,0,,
OMIM:609270,"Spinocerebellar ataxia, autosomal recessive 7",snv_fora_do_painel,True,TPP1,42,28,0,0,0,,
OMIM:609273,Nemaline myopathy 6,snv_fora_do_painel,True,KBTBD13,4,3,0,0,0,,
OMIM:609283,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2",snv_fora_do_painel,True,SLC25A4,6,5,0,0,0,,
OMIM:609284,Nemaline myopathy 1,snv_fora_do_painel,True,TPM3,23,19,0,0,0,,
OMIM:609285,Congenital myopathy 23,snv_fora_do_painel,True,TPM2,7,4,0,0,0,,
OMIM:609286,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3",snv_fora_do_painel,True,TWNK,27,25,0,0,0,,
OMIM:609296,"B-cell immunodeficiency, distal limb anomalies, and urogenital malformations",snv_fora_do_painel,True,TOP2B,3,2,0,0,0,,
OMIM:609304,"Epileptic encephalopathy, early infantile, 3",snv_fora_do_painel,True,SLC25A22,6,5,0,0,0,,
OMIM:609306,Spinocerebellar ataxia 26,snv_fora_do_painel,True,EEF2,2,2,0,0,0,,
OMIM:609308,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1",snv_fora_do_painel,True,POMT1,135,67,0,0,0,,
OMIM:609310,"Colorectal cancer, hereditary nonpolyposis, type 2",snv_fora_do_painel,True,MLH1,741,383,0,0,0,,
OMIM:609311,"Charcot-marie-tooth disease, type 4H",snv_fora_do_painel,True,FGD4,12,5,0,0,0,,
OMIM:609313,MEDNIK syndrome,snv_fora_do_painel,True,AP1S1,7,5,0,0,0,,
OMIM:609322,Rhabdoid tumor predisposition syndrome 1,snv_fora_do_painel,True,SMARCB1,16,7,0,0,0,,
OMIM:609340,"Spastic paraplegia 28, autosomal recessive",snv_fora_do_painel,True,DDHD1,25,9,0,0,0,,
OMIM:609352,"Epidermolysis bullosa simplex 2E, with migratory circinate erythema",sem_snv,True,KRT5,4,0,0,0,0,,
OMIM:609432,"Syndactyly, mesoaxial synostotic, with phalangeal reduction",snv_fora_do_painel,True,BHLHA9,4,4,0,0,0,,
OMIM:609439,"Deafness, autosomal recessive 48",snv_fora_do_painel,True,CIB2,16,7,0,0,0,,
OMIM:609441,"Acromesomelic dysplasia, Demirhan type",snv_fora_do_painel,True,BMPR1B,11,9,0,0,0,,
OMIM:609446,"Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy",snv_fora_do_painel,True,KCNMA1,26,15,0,0,0,,
OMIM:609452,"Myopathy, myofibrillar, 4",snv_fora_do_painel,True,LDB3,31,13,0,0,0,,
OMIM:609460,Goldberg-Shprintzen syndrome,snv_fora_do_painel,True,KIFBP,17,8,0,0,0,,
OMIM:609465,Al-Gazali syndrome,snv_fora_do_painel,True,B3GALT6,4,4,0,0,0,,
OMIM:609508,"Stickler sydrome, type I, nonsyndromic ocular",snv_fora_do_painel,True,COL2A1,22,17,0,0,0,,
OMIM:609524,"Filaminopathy, autosomal dominant",snv_fora_do_painel,True,FLNC,453,191,0,0,0,,
OMIM:609528,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome",snv_fora_do_painel,True,SNAP29,10,6,0,0,0,,
OMIM:609529,Immunoglobulin A deficiency 2,snv_fora_do_painel,True,TNFRSF13B,6,5,0,0,0,,
OMIM:609533,"Deafness, autosomal recessive 23",snv_fora_do_painel,True,PCDH15,163,79,0,0,0,,
OMIM:609536,C5 deficiency,snv_fora_do_painel,True,C5,12,8,0,0,0,,
OMIM:609541,"Spastic paraplegia, optic atrophy, and neuropathy",sem_snv,True,KLC2,1,0,0,0,0,,
OMIM:609549,Nanophthalmos 2,snv_fora_do_painel,True,MFRP,16,10,0,0,0,,
OMIM:609560,Mitochondrial DNA depletion syndrome 2 (myopathic type),snv_fora_do_painel,True,TK2,30,21,0,0,0,,
OMIM:609579,"Familial scaphocephaly syndrome, Mcgillivray type",snv_fora_do_painel,True,FGFR2,2,2,0,0,0,,
OMIM:609583,Joubert syndrome 4,snv_fora_do_painel,True,NPHP1,49,29,0,0,0,,
OMIM:609597,Parietal foramina 2,snv_fora_do_painel,True,ALX4,13,7,0,0,0,,
OMIM:609620,Short QT syndrome 1,snv_fora_do_painel,True,KCNH2,18,15,0,0,0,,
OMIM:609621,Short QT syndrome 2,snv_fora_do_painel,True,KCNQ1,43,32,0,0,0,,
OMIM:609622,Short QT syndrome 3,snv_fora_do_painel,True,KCNJ2,47,41,0,0,0,,
OMIM:609628,Majeed syndrome,snv_fora_do_painel,True,LPIN2,43,22,0,0,0,,
OMIM:609634,"Migraine, familial hemiplegic, 3",snv_fora_do_painel,True,SCN1A,56,49,0,0,0,,
OMIM:609637,Holoprosencephaly 5,snv_fora_do_painel,True,ZIC2,32,8,0,0,0,,
OMIM:609638,"Epidermolysis bullosa, lethal acantholytic",snv_fora_do_painel,True,DSP,15,7,0,0,0,,
OMIM:609646,"Deafness, neurosensory, autosomal recessive 42",snv_fora_do_painel,True,ILDR1,20,9,0,0,0,,
OMIM:609698,"Thyroid hormone metabolism, abnormal",snv_fora_do_painel,True,SECISBP2,10,7,0,0,0,,
OMIM:609706,"Deafness, autosomal recessive 53",snv_fora_do_painel,True,COL11A2,23,17,0,0,0,,
OMIM:609734,"Obesity, early-onset, with adrenal insufficiency and red hair",snv_fora_do_painel,True,POMC,11,8,0,0,0,,
OMIM:609741,"Cataract 22, multiple types",snv_fora_do_painel,True,CRYBB3,6,6,0,0,0,,
OMIM:609796,Peeling skin syndrome 2,snv_fora_do_painel,True,TGM5,14,8,0,0,0,,
OMIM:609812,"Maturity-Onset diabetes of the young, type 8, with exocrine dysfunction",snv_fora_do_painel,True,CEL,6,2,0,0,0,,
OMIM:609813,"Spondylocostal dysostosis 3, autosomal recessive",snv_fora_do_painel,True,LFNG,9,5,0,0,0,,
OMIM:609814,Complement factor H deficiency,snv_fora_do_painel,True,CFH,25,19,0,0,0,,
OMIM:609820,"Erythrocytosis, familial, 3",snv_fora_do_painel,True,EGLN1,15,7,0,0,0,,
OMIM:609821,"Bleeding disorder, platelet-type, 8",snv_fora_do_painel,True,P2RY12,3,1,0,0,0,,
OMIM:609823,"Deafness, autosomal recessive 28",snv_fora_do_painel,True,TRIOBP,60,36,0,0,0,,
OMIM:609887,"Glaucoma 1, open angle, G",sem_variante_patogenica,True,WDR36,0,0,0,0,0,,
OMIM:609889,"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity",snv_fora_do_painel,True,RAG1,78,56,0,0,0,,
OMIM:609893,"Hypothyroidism, congenital, nongoitrous, 3",sem_variante_patogenica,True,-,0,0,0,0,0,,
OMIM:609909,"Cardiomyopathy, dilated, 1P",snv_fora_do_painel,True,PLN,8,5,0,0,0,,
OMIM:609913,Retinitis pigmentosa 32,snv_fora_do_painel,True,CLCC1,1,1,0,0,0,,
OMIM:609923,Retinitis pigmentosa 31,snv_fora_do_painel,True,TOPORS,6,1,0,0,0,,
OMIM:609924,Aminoacylase 1 deficiency,snv_fora_do_painel,True,ACY1,11,6,0,0,0,,
OMIM:609942,Noonan syndrome 3,snv_fora_do_painel,True,KRAS,41,38,0,0,0,,
OMIM:609968,"Hyperinsulinemic hypoglycemia, familial, 5",snv_fora_do_painel,True,INSR,8,8,0,0,0,,
OMIM:609975,"Hyperinsulinemic hypoglycemia, familial, 4",snv_fora_do_painel,True,HADH,10,8,0,0,0,,
OMIM:609981,Immunodeficiency 54,snv_fora_do_painel,True,MCM4,2,1,0,0,0,,
OMIM:610003,"Ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant",snv_fora_do_painel,True,CLN8,8,6,0,0,0,,
OMIM:610006,2-Methylbutyryl-Coa dehydrogenase deficiency,snv_fora_do_painel,True,ACADSB,42,28,0,0,0,,
OMIM:610015,"Glutamine deficiency, congenital",snv_fora_do_painel,True,GLUL,6,5,0,0,0,,
OMIM:610017,Multiple synostoses syndrome 2,snv_fora_do_painel,True,GDF5,3,3,0,0,0,,
OMIM:610019,"Cataract, autosomal recessive congenital 2",snv_fora_do_painel,True,FYCO1,26,15,0,0,0,,
OMIM:610021,"Hyperinsulinemic hypoglycemia, familial, 7",snv_fora_do_painel,True,SLC16A1,5,2,0,0,0,,
OMIM:610024,Retinal cone dystrophy 3A,sem_variante_patogenica,True,PDE6H,0,0,0,0,0,,
OMIM:610031,"Cortical dysplasia, complex, with other brain malformations 7",snv_fora_do_painel,True,TUBB2B,39,39,0,0,0,,
OMIM:610042,Pitt-Hopkins like syndrome 1,snv_fora_do_painel,True,CNTNAP2,76,43,0,0,0,,
OMIM:610048,"Corneal dystrophy, congenital stromal",sem_snv,True,DCN,5,0,0,0,0,,
OMIM:610069,"Polyposis syndrome, hereditary mixed, 2",snv_fora_do_painel,True,BMPR1A,12,8,0,0,0,,
OMIM:610090,Pyridoxamine 5-prime-phosphate oxidase deficiency,snv_fora_do_painel,True,PNPO,42,32,0,0,0,,
OMIM:610092,Microphthalmia with coloboma 3,snv_fora_do_painel,True,VSX2,11,7,0,0,0,,
OMIM:610093,"Microphthalmia, isolated 2",snv_fora_do_painel,True,VSX2,39,19,0,0,0,,
OMIM:610099,"Myopathy, distal 3",sem_snv,True,HNRNPA1,1,0,0,0,0,,
OMIM:610100,"Giant axonal neuropathy, autosomal dominant",snv_fora_do_painel,True,DCAF8,1,1,0,0,0,,
OMIM:610102,C7 deficiency,snv_fora_do_painel,True,C7,13,6,0,0,0,,
OMIM:610125,"Microphthalmia, syndromic 5",snv_fora_do_painel,True,OTX2,23,10,0,0,0,,
OMIM:610127,"Ceroid lipofuscinosis, neuronal, 10",snv_fora_do_painel,True,CTSD,10,5,0,0,0,,
OMIM:610131,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4",snv_fora_do_painel,True,POLG2,7,4,0,0,0,,
OMIM:610140,"Heart-hand syndrome, Slovenian type",snv_fora_do_painel,True,LMNA,3,3,0,0,0,,
OMIM:610153,"Deafness, autosomal recessive 49",snv_fora_do_painel,True,MARVELD2,26,10,0,0,0,,
OMIM:610154,"Deafness, autosomal recessive 44",snv_fora_do_painel,True,ADCY1,1,1,0,0,0,,
OMIM:610156,"Impaired intellectual development, truncal obesity, retinal dystrophy, and micropenis syndrome",snv_fora_do_painel,True,INPP5E,16,10,0,0,0,,
OMIM:610163,Immunodeficiency 25,snv_fora_do_painel,True,CD247,4,3,0,0,0,,
OMIM:610168,Loeys-Dietz syndrome 2,snv_fora_do_painel,True,TGFBR2,43,41,0,0,0,,
OMIM:610181,Aicardi-Goutieres syndrome 2,snv_fora_do_painel,True,RNASEH2B,46,31,0,0,0,,
OMIM:610185,"Cerebellar ataxia, impaired intellectual development, and dysquilibrium syndrome 2",snv_fora_do_painel,True,WDR81,18,13,0,0,0,,
OMIM:610187,Diaphragmatic hernia 3,snv_fora_do_painel,True,ZFPM2,6,4,0,0,0,,
OMIM:610188,Joubert syndrome 5,snv_fora_do_painel,True,CEP290,253,123,0,0,0,,
OMIM:610189,Senior-Loken syndrome 6,snv_fora_do_painel,True,CEP290,219,107,0,0,0,,
OMIM:610193,"Arrhythmogenic right ventricular dysplasia, familial, 10",snv_fora_do_painel,True,DSG2,87,41,0,0,0,,
OMIM:610198,"3-methylglutaconic aciduria, type V",snv_fora_do_painel,True,DNAJC19,20,9,0,0,0,,
OMIM:610199,"Diabetes mellitus, neonatal, with congenital hypothyroidism",snv_fora_do_painel,True,GLIS3,13,7,0,0,0,,
OMIM:610202,"Cataract 21, multiple types",snv_fora_do_painel,True,MAF,14,11,0,0,0,,
OMIM:610204,"Pontocerebellar hypoplasia, type 5",snv_fora_do_painel,True,TSEN54,14,7,0,0,0,,
OMIM:610205,Alagille syndrome 2,snv_fora_do_painel,True,NOTCH2,24,15,0,0,0,,
OMIM:610212,"Deafness, autosomal recessive 66",snv_fora_do_painel,True,DCDC2,17,10,0,0,0,,
OMIM:610217,Neurodegeneration with brain iron accumulation 2B,snv_fora_do_painel,True,PLA2G6,59,45,0,0,0,,
OMIM:610220,"Deafness, autosomal recessive 59",snv_fora_do_painel,True,PJVK,24,13,0,0,0,,
OMIM:610227,Seborrhea-Like dermatitis with psoriasiform elements,sem_snv,True,ZNF750,1,0,0,0,0,,
OMIM:610245,Spinocerebellar ataxia 23,snv_fora_do_painel,True,PDYN,2,2,0,0,0,,
OMIM:610246,Spinocerebellar ataxia 28,snv_fora_do_painel,True,AFG3L2,25,22,0,0,0,,
OMIM:610250,"Spastic paraplegia 31, autosomal dominant",snv_fora_do_painel,True,REEP1,53,38,0,0,0,,
OMIM:610251,"Alcohol sensitivity, acute",sem_variante_patogenica,True,ALDH2,0,0,0,0,0,,
OMIM:610253,Kleefstra syndrome 1,snv_fora_do_painel,True,EHMT1,190,99,0,0,0,,
OMIM:610256,Anterior segment dysgenesis 2,snv_fora_do_painel,True,FOXE3,25,14,0,0,0,,
OMIM:610265,"Deafness, autosomal recessive 67",snv_fora_do_painel,True,LHFPL5,16,11,0,0,0,,
OMIM:610282,Retinitis pigmentosa 35,snv_fora_do_painel,True,SEMA4A,1,1,0,0,0,,
OMIM:610283,Cone-Rod dystrophy 10,snv_fora_do_painel,True,SEMA4A,1,1,0,0,0,,
OMIM:610293,Glycosylphosphatidylinositol deficiency,snv_fora_do_painel,True,PIGM,2,1,0,0,0,,
OMIM:610297,Parkinson disease 13,sem_snv,False,HTRA2,1,0,0,0,0,,
OMIM:610313,Cold-Induced sweating syndrome 2,snv_fora_do_painel,True,CLCF1,4,4,0,0,0,,
OMIM:610329,Aicardi-Goutieres syndrome 3,snv_fora_do_painel,True,RNASEH2C,1,1,0,0,0,,
OMIM:610333,Aicardi-Goutieres syndrome 4,snv_fora_do_painel,True,RNASEH2A,41,27,0,0,0,,
OMIM:610353,"Epilepsy, nocturnal frontal lobe, 4",snv_fora_do_painel,True,CHRNA2,3,3,0,0,0,,
OMIM:610356,Retinal cone dystrophy 3B,snv_fora_do_painel,True,KCNV2,26,19,0,0,0,,
OMIM:610357,"Spastic paraplegia 30, autosomal recessive",snv_fora_do_painel,True,KIF1A,8,8,0,0,0,,
OMIM:610359,Retinitis pigmentosa 33,snv_fora_do_painel,True,SNRNP200,7,7,0,0,0,,
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",snv_fora_do_painel,True,NEUROG3,8,7,0,0,0,,
OMIM:610374,"Diabetes mellitus, transient neonatal 2",snv_fora_do_painel,True,ABCC8,91,71,0,0,0,,
OMIM:610377,Mevalonic aciduria,snv_fora_do_painel,True,MVK,92,61,0,0,0,,
OMIM:610381,Cone-Rod dystrophy 11,snv_fora_do_painel,True,RAX2,3,1,0,0,0,,
OMIM:610419,"Deafness, autosomal recessive 68",snv_fora_do_painel,True,S1PR2,2,2,0,0,0,,
OMIM:610425,Cataract 23,snv_fora_do_painel,True,CRYBA4,5,4,0,0,0,,
OMIM:610427,"Cone-Rod synaptic disorder, congenital nonprogressive",snv_fora_do_painel,True,CABP4,12,7,0,0,0,,
OMIM:610442,"Spondyloepimetaphyseal dysplasia, Camera-Genevieve type",snv_fora_do_painel,True,NANS,11,8,0,0,0,,
OMIM:610443,Koolen-De Vries syndrome,snv_fora_do_painel,True,KANSL1,79,33,0,0,0,,
OMIM:610444,"Night blindness, congenital stationary, autosomal dominant 3",snv_fora_do_painel,True,GNAT1,3,3,0,0,0,,
OMIM:610445,"Night blindness, congenital stationary, autosomal dominant 1",snv_fora_do_painel,True,RHO,9,9,0,0,0,,
OMIM:610448,Chilblain lupus 1,snv_fora_do_painel,True,TREX1,51,10,0,0,0,,
OMIM:610455,"Tumoral calcinosis, normophosphatemic, familial",snv_fora_do_painel,True,SAMD9,2,2,0,0,0,,
OMIM:610460,THIOPURINE S-METHYLTRANSFERASE DEFICIENCY,sem_variante_patogenica,False,TPMT,0,0,0,0,0,,
OMIM:610474,"Camptodactyly, tall stature, and hearing loss syndrome",snv_fora_do_painel,True,FGFR3,6,5,0,0,0,,
OMIM:610475,"Pigmented nodular adrenocortical disease, primary, 2",snv_fora_do_painel,True,PDE11A,10,5,0,0,0,,
OMIM:610476,"Arrhythmogenic right ventricular dysplasia, familial, 11",snv_fora_do_painel,True,DSC2,69,32,0,0,0,,
OMIM:610478,Retinal cone dystrophy 4,snv_fora_do_painel,True,CACNA2D4,2,1,0,0,0,,
OMIM:610489,"Pigmented nodular adrenocortical disease, primary, 1",snv_fora_do_painel,True,PRKAR1A,4,3,0,0,0,,
