disease_id,disease_name,tier,has_mendelian_gene,genes,pathogenic_variants,pathogenic_snv,snv_at_panel_position,allele_match,strand_flip_match,best_review_stars_matched,matched_variation_ids
OMIM:610498,Combined oxidative phosphorylation deficiency 2,snv_fora_do_painel,True,MRPS16,2,1,0,0,0,,
OMIM:610504,Preterm premature rupture of the membranes,snv_fora_do_painel,False,SERPINH1,1,1,0,0,0,,
OMIM:610505,Combined oxidative phosphorylation deficiency 3,snv_fora_do_painel,True,TSFM,47,28,0,0,0,,
OMIM:610508,"Maturity-onset diabetes of the young, type VII",sem_variante_patogenica,True,KLF11,0,0,0,0,0,,
OMIM:610532,"Leukodystrophy, hypomyelinating, 5",snv_fora_do_painel,True,HYCC1,20,12,0,0,0,,
OMIM:610536,"Mandibulofacial dysostosis, Guion-Almeida type",snv_fora_do_painel,True,EFTUD2,93,54,0,0,0,,
OMIM:610539,"Gaucher disease, atypical",snv_fora_do_painel,True,PSAP,18,15,0,0,0,,
OMIM:610542,"Myasthenic syndrome, congenital, with tubular aggregates 1",snv_fora_do_painel,True,GFPT1,39,25,0,0,0,,
OMIM:610549,"Diabetes mellitus, insulin-resistant, with acanthosis nigricans",snv_fora_do_painel,True,INSR,12,12,0,0,0,,
OMIM:610551,"Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 1",snv_fora_do_painel,False,UNC93B1,12,5,0,0,0,,
OMIM:610582,"Diabetes mellitus, transient neonatal, 3",snv_fora_do_painel,True,KCNJ11,12,11,0,0,0,,
OMIM:610599,Retinitis pigmentosa 36,snv_fora_do_painel,True,PRCD,7,5,0,0,0,,
OMIM:610600,"Hypoaldosteronism, congenital, due to CMO II deficiency",snv_fora_do_painel,True,CYP11B2,33,24,0,0,0,,
OMIM:610612,Leber congenital amaurosis 12,snv_fora_do_painel,True,RD3,13,7,0,0,0,,
OMIM:610618,"Angioedema, hereditary, 3",snv_fora_do_painel,True,F12,5,3,0,0,0,,
OMIM:610623,"Cataract 11, multiple types",snv_fora_do_painel,True,PITX3,5,3,0,0,0,,
OMIM:610628,Hypogonadotropic hypogonadism 4 with or without anosmia,snv_fora_do_painel,True,PROK2,6,3,0,0,0,,
OMIM:610629,Diamond-Blackfan anemia 3,snv_fora_do_painel,True,RPS24,8,4,0,0,0,,
OMIM:610644,"Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,xx sex reversal",sem_snv,True,RSPO1,3,0,0,0,0,,
OMIM:610651,"Xeroderma pigmentosum, complementation group B",snv_fora_do_painel,True,ERCC3,27,18,0,0,0,,
OMIM:610678,Combined oxidative phosphorylation deficiency 4,snv_fora_do_painel,True,TUFM,3,2,0,0,0,,
OMIM:610682,"Osteogenesis imperfecta, type VII",snv_fora_do_painel,True,CRTAP,65,34,0,0,0,,
OMIM:610687,"Nemaline myopathy 7, autosomal recessive",snv_fora_do_painel,True,CFL2,6,3,0,0,0,,
OMIM:610688,Joubert syndrome 6,snv_fora_do_painel,True,TMEM67,38,28,0,0,0,,
OMIM:610698,"Macular degeneration, age-related, 4",posicao_alelo_diferente,False,CFH,29,24,1,0,0,,
OMIM:610706,"Deafness, congenital, with inner ear agenesis, microtia, and microdontia",snv_fora_do_painel,True,FGF3,19,11,0,0,0,,
OMIM:610708,Optic atrophy 5,snv_fora_do_painel,True,DNM1L,7,6,0,0,0,,
OMIM:610713,Brachydactyly-Syndactyly syndrome,snv_fora_do_painel,True,HOXD13,3,1,0,0,0,,
OMIM:610717,Neutral lipid storage disease with myopathy,snv_fora_do_painel,True,PNPLA2,39,20,0,0,0,,
OMIM:610725,"Nephrotic syndrome, type 3",snv_fora_do_painel,True,PLCE1,41,26,0,0,0,,
OMIM:610733,Noonan syndrome 4,snv_fora_do_painel,True,SOS1,39,39,0,0,0,,
OMIM:610738,"Neutropenia, severe congenital 3, autosomal recessive",snv_fora_do_painel,True,HAX1,61,30,0,0,0,,
OMIM:610743,"Spinocerebellar ataxia, autosomal recessive 8",snv_fora_do_painel,True,SYNE1,223,147,0,0,0,,
OMIM:610755,"Multiple endocrine neoplasia, type IV",snv_fora_do_painel,True,CDKN1B,79,23,0,0,0,,
OMIM:610756,Cerebrooculofacioskeletal syndrome 2,snv_fora_do_painel,True,ERCC2,97,57,0,0,0,,
OMIM:610758,Cerebrooculofacioskeletal syndrome 4,snv_fora_do_painel,True,ERCC1,6,4,0,0,0,,
OMIM:610759,Cornelia de Lange syndrome 3,snv_fora_do_painel,True,SMC3,49,38,0,0,0,,
OMIM:610768,"Congenital disorder of glycosylation, type Im",snv_fora_do_painel,True,DOLK,8,7,0,0,0,,
OMIM:610773,Mitochondrial phosphate carrier deficiency,snv_fora_do_painel,True,SLC25A3,4,3,0,0,0,,
OMIM:610798,Immunodeficiency due to defect in mapbp-interacting protein,sem_variante_patogenica,True,LAMTOR2,0,0,0,0,0,,
OMIM:610805,"Congenital anomalies of kidney and urinary tract, susceptibility to",snv_fora_do_painel,True,DSTYK,9,7,0,0,0,,
OMIM:610828,Holoprosencephaly 7,snv_fora_do_painel,True,PTCH1,17,10,0,0,0,,
OMIM:610829,Holoprosencephaly 9,snv_fora_do_painel,True,GLI2,37,17,0,0,0,,
OMIM:610832,"Fanconi anemia, complementation group N",snv_fora_do_painel,True,PALB2,75,29,0,0,0,,
OMIM:610840,"Mitral valve prolapse, myxomatous 3",sem_variante_patogenica,True,DZIP1,0,0,0,0,0,,
OMIM:610842,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,snv_fora_do_painel,True,GGCX,13,12,0,0,0,,
OMIM:610852,"Ciliary dyskinesia, primary, 6",sem_variante_patogenica,True,NME8,0,0,0,0,0,,
OMIM:610878,Vesicoureteral reflux 2,sem_variante_patogenica,True,ROBO2,0,0,0,0,0,,
OMIM:610883,Potocki-Lupski syndrome,snv_fora_do_painel,True,FLCN;RAI1,10,6,0,0,0,,
OMIM:610896,Branchiootorenal syndrome 2,snv_fora_do_painel,True,SIX5,2,2,0,0,0,,
OMIM:610913,"Surfactant metabolism dysfunction, pulmonary, 2",snv_fora_do_painel,True,SFTPC,14,13,0,0,0,,
OMIM:610915,"Osteogenesis imperfecta, type VIII",snv_fora_do_painel,True,P3H1,132,73,0,0,0,,
OMIM:610921,"Surfactant metabolism dysfunction, pulmonary, 3",snv_fora_do_painel,True,ABCA3,77,59,0,0,0,,
OMIM:610947,"Coronary artery disease, autosomal dominant 2",snv_fora_do_painel,False,LRP6,1,1,0,0,0,,
OMIM:610951,"Ceroid lipofuscinosis, neuronal, 7",snv_fora_do_painel,True,MFSD8,131,81,0,0,0,,
OMIM:610954,Pitt-Hopkins syndrome,snv_fora_do_painel,True,TCF4,194,112,0,0,0,,
OMIM:610965,XFE progeroid syndrome,snv_fora_do_painel,True,ERCC4,19,10,0,0,0,,
OMIM:610967,"Osteogenesis imperfecta, type V",snv_fora_do_painel,True,IFITM5,3,3,0,0,0,,
OMIM:610968,"Osteogenesis imperfecta, type XI",snv_fora_do_painel,True,FKBP10,30,12,0,0,0,,
OMIM:610978,"Choreoathetosis, hypothyroidism, and neonatal respiratory distress",snv_fora_do_painel,True,NKX2-1,35,22,0,0,0,,
OMIM:610984,Complement factor I deficiency,snv_fora_do_painel,True,CFI,20,13,0,0,0,,
OMIM:610992,Phosphoserine aminotransferase deficiency,snv_fora_do_painel,True,PSAT1,9,6,0,0,0,,
OMIM:611022,"Deafness, autosomal recessive, 24",snv_fora_do_painel,True,RDX,16,8,0,0,0,,
OMIM:611038,"Microphthalmia, isolated 3",snv_fora_do_painel,True,RAX,8,5,0,0,0,,
OMIM:611040,"Microphthalmia, isolated 5",snv_fora_do_painel,True,MFRP,58,30,0,0,0,,
OMIM:611067,"Spinal muscular atrophy, distal, autosomal recessive, 4",snv_fora_do_painel,True,PLEKHG5,78,35,0,0,0,,
OMIM:611087,"Polyhydramnios, megalencephaly, and symptomatic epilepsy",snv_fora_do_painel,True,STRADA,21,12,0,0,0,,
OMIM:611090,"Intellectual developmental disorder, autosomal recessive 12",snv_fora_do_painel,True,ST3GAL3,5,4,0,0,0,,
OMIM:611091,"Intellectual developmental disorder, autosomal recessive 5",snv_fora_do_painel,True,NSUN2,24,11,0,0,0,,
OMIM:611092,"Intellectual developmental disorder, autosomal recessive 6",snv_fora_do_painel,True,GRIK2,2,1,0,0,0,,
OMIM:611093,"Intellectual developmental disorder, autosomal recessive 7",snv_fora_do_painel,True,TUSC3,16,10,0,0,0,,
OMIM:611102,"Deafness, sensorineural, and male infertility",snv_fora_do_painel,True,CATSPER2;STRC,4,3,0,0,0,,
OMIM:611105,Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation,snv_fora_do_painel,True,DARS2,55,38,0,0,0,,
OMIM:611126,"Mitochondrial complex I deficiency, nuclear type 20",snv_fora_do_painel,True,ACAD9,94,62,0,0,0,,
OMIM:611131,Retinitis pigmentosa 37,snv_fora_do_painel,True,NR2E3,28,18,0,0,0,,
OMIM:611134,"Meckel syndrome, type 4",snv_fora_do_painel,True,CEP290,242,122,0,0,0,,
OMIM:611174,Hamamy syndrome,snv_fora_do_painel,True,IRX5,4,3,0,0,0,,
OMIM:611182,"Congenital disorder of glycosylation, type IIh",snv_fora_do_painel,True,COG8,11,5,0,0,0,,
OMIM:611209,"Congenital disorder of glycosylation, type IIg",snv_fora_do_painel,True,COG1,22,10,0,0,0,,
OMIM:611225,"Spastic paraplegia 18, autosomal recessive",snv_fora_do_painel,True,ERLIN2,4,2,0,0,0,,
OMIM:611228,"Charcot-Marie-Tooth disease, type 4J",snv_fora_do_painel,True,FIG4,30,19,0,0,0,,
OMIM:611263,Asphyxiating thoracic dystrophy 2,snv_fora_do_painel,True,IFT80,22,13,0,0,0,,
OMIM:611276,"Glaucoma 1, open angle, H",snv_fora_do_painel,True,EFEMP1,3,3,0,0,0,,
OMIM:611283,Isobutyryl-CoA dehydrogenase deficiency,snv_fora_do_painel,True,ACAD8,28,26,0,0,0,,
OMIM:611291,"Immunodeficiency 124, severe combined",snv_fora_do_painel,True,NHEJ1,31,21,0,0,0,,
OMIM:611302,"Spastic ataxia 2, autosomal recessive",snv_fora_do_painel,True,KIF1C,25,16,0,0,0,,
OMIM:611307,"Muscular dystrophy, limb-girdle, type 2L",snv_fora_do_painel,True,ANO5,149,103,0,0,0,,
OMIM:611363,Atrial septal defect 4,snv_fora_do_painel,True,TBX20,6,5,0,0,0,,
OMIM:611369,Lethal congenital contracture syndrome 3,snv_fora_do_painel,True,PIP5K1C,2,1,0,0,0,,
OMIM:611376,Mungan syndrome,snv_fora_do_painel,True,RAD21,1,1,0,0,0,,
OMIM:611377,"Brachydactyly, type B2",snv_fora_do_painel,True,NOG,5,4,0,0,0,,
OMIM:611383,"Usher syndrome, type IID",snv_fora_do_painel,True,WHRN,16,10,0,0,0,,
OMIM:611390,"Spastic ataxia 3, autosomal recessive",snv_fora_do_painel,True,MARS2,4,2,0,0,0,,
OMIM:611391,"Cataract 33, multiple types",snv_fora_do_painel,True,BFSP1,6,4,0,0,0,,
OMIM:611407,"Cardiomyopathy, dilated, 1W",sem_variante_patogenica,True,VCL,0,0,0,0,0,,
OMIM:611431,Legius syndrome,snv_fora_do_painel,True,SPRED1,140,61,0,0,0,,
OMIM:611451,"Deafness, autosomal recessive 63",snv_fora_do_painel,True,LRTOMT,21,15,0,0,0,,
OMIM:611465,Gallbladder disease 4,snv_fora_do_painel,False,ABCG8,1,1,0,0,0,,
OMIM:611489,Corticosteroid-binding globulin deficiency,snv_fora_do_painel,True,SERPINA6,2,1,0,0,0,,
OMIM:611490,"Osteopetrosis, autosomal recessive 4",snv_fora_do_painel,True,CLCN7,32,25,0,0,0,,
OMIM:611493,"Atrial fibrillation, familial, 4",sem_variante_patogenica,True,KCNE2,0,0,0,0,0,,
OMIM:611497,"Osteopetrosis, autosomal recessive 6",snv_fora_do_painel,True,PLEKHM1,1,1,0,0,0,,
OMIM:611498,Nephronophthisis 7,snv_fora_do_painel,True,GLIS2,1,1,0,0,0,,
OMIM:611521,Immunodeficiency 35,snv_fora_do_painel,True,TYK2,42,26,0,0,0,,
OMIM:611523,"Pontocerebellar hypoplasia, type 6",snv_fora_do_painel,True,RARS2,140,86,0,0,0,,
OMIM:611528,Arrhythmogenic right ventricular dysplasia 12,snv_fora_do_painel,True,JUP,27,12,0,0,0,,
OMIM:611543,Cavitary optic disc anomalies,sem_snv,True,MMP19,1,0,0,0,0,,
OMIM:611544,"Cataract 17, multiple types",snv_fora_do_painel,True,CRYBB1,11,8,0,0,0,,
OMIM:611548,Premature ovarian failure 5,snv_fora_do_painel,True,NOBOX,6,5,0,0,0,,
OMIM:611553,Noonan syndrome 5,snv_fora_do_painel,True,RAF1,21,20,0,0,0,,
OMIM:611554,Leopard syndrome 2,snv_fora_do_painel,True,RAF1,8,8,0,0,0,,
OMIM:611556,"Glycogen storage disease 0, muscle",snv_fora_do_painel,True,GYS1,40,24,0,0,0,,
OMIM:611560,Joubert syndrome 7,snv_fora_do_painel,True,RPGRIP1L,108,69,0,0,0,,
OMIM:611561,"Meckel syndrome, type 5",snv_fora_do_painel,True,RPGRIP1L,95,61,0,0,0,,
OMIM:611584,"Waardenburg syndrome, type 2E",snv_fora_do_painel,True,SOX10,38,27,0,0,0,,
OMIM:611588,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4",snv_fora_do_painel,True,FKTN,32,20,0,0,0,,
OMIM:611590,"Renal tubular acidosis, distal, with hemolytic anemia",snv_fora_do_painel,True,SLC4A1,12,9,0,0,0,,
OMIM:611597,"Cataract, autosomal dominant, multiple types 1",sem_snv,True,BFSP2,2,0,0,0,0,,
OMIM:611603,Lissencephaly 3,snv_fora_do_painel,True,TUBA1A,87,83,0,0,0,,
OMIM:611615,"Cardiomyopathy, dilated, 1X",snv_fora_do_painel,True,FKTN,55,33,0,0,0,,
OMIM:611638,"Microphthalmia, isolated, with coloboma 5",snv_fora_do_painel,True,SHH,1,1,0,0,0,,
OMIM:611705,Congenital myopathy 5 with cardiomyopathy,snv_fora_do_painel,True,TTN,70,38,0,0,0,,
OMIM:611718,"Hypomagnesemia 4, renal",snv_fora_do_painel,True,EGF,2,2,0,0,0,,
OMIM:611719,Combined oxidative phosphorylation deficiency 5,snv_fora_do_painel,True,MRPS22,8,4,0,0,0,,
OMIM:611721,Combined saposin deficiency,snv_fora_do_painel,True,PSAP,19,14,0,0,0,,
OMIM:611722,"Krabbe disease, atypical, due to saposin A deficiency",snv_fora_do_painel,True,PSAP,16,12,0,0,0,,
OMIM:611726,"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions",snv_fora_do_painel,True,KCTD7,28,20,0,0,0,,
OMIM:611755,Leber congenital amaurosis 10,snv_fora_do_painel,True,CEP290,240,121,0,0,0,,
OMIM:611762,Familial cold autoinflammatory syndrome 2,snv_fora_do_painel,True,NLRP12,8,3,0,0,0,,
OMIM:611771,Lipoprotein glomerulopathy,snv_fora_do_painel,True,APOE,2,2,0,0,0,,
OMIM:611773,"Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps",snv_fora_do_painel,True,COL4A1,70,52,0,0,0,,
OMIM:611777,Brugada syndrome 2,sem_variante_patogenica,True,GPD1L,0,0,0,0,0,,
OMIM:611783,"Erythrocytosis, familial, 4",snv_fora_do_painel,True,EPAS1,5,5,0,0,0,,
OMIM:611788,"Aortic aneurysm, familial thoracic 6",snv_fora_do_painel,True,ACTA2,28,28,0,0,0,,
OMIM:611804,Elliptocytosis 1,snv_fora_do_painel,True,EPB41,23,13,0,0,0,,
OMIM:611809,"Bestrophinopathy, autosomal recessive",snv_fora_do_painel,True,BEST1,45,39,0,0,0,,
OMIM:611812,"46,XX sex reversal with dysgenesis of kidneys, adrenals, and lungs",snv_fora_do_painel,True,WNT4,2,2,0,0,0,,
OMIM:611816,Temple-Baraitser syndrome,snv_fora_do_painel,True,KCNH1,9,9,0,0,0,,
OMIM:611818,Long QT syndrome 9,snv_fora_do_painel,True,CAV3,6,6,0,0,0,,
OMIM:611819,Long QT syndrome 10,sem_variante_patogenica,True,SCN4B,0,0,0,0,0,,
OMIM:611820,Long QT syndrome 11,snv_fora_do_painel,True,AKAP9,1,1,0,0,0,,
OMIM:611875,Brugada syndrome 3,snv_fora_do_painel,True,CACNA1C,7,7,0,0,0,,
OMIM:611876,Brugada syndrome 4,snv_fora_do_painel,True,CACNB2,1,1,0,0,0,,
OMIM:611878,"Cardiomyopathy, dilated, 1Y",snv_fora_do_painel,True,TPM1,14,14,0,0,0,,
OMIM:611879,"Cardiomyopathy, dilated, 1Z",snv_fora_do_painel,True,TNNC1,6,6,0,0,0,,
OMIM:611880,"Cardiomyopathy, dilated, 2A",snv_fora_do_painel,True,TNNI3,9,9,0,0,0,,
OMIM:611881,Glycogen storage disease XII,snv_fora_do_painel,True,ALDOA,11,7,0,0,0,,
OMIM:611884,"Ciliary dyskinesia, primary, 7",snv_fora_do_painel,True,DNAH11,163,113,0,0,0,,
OMIM:611890,Congenital arthrogryposis with anterior horn cell disease,snv_fora_do_painel,True,GLE1,30,19,0,0,0,,
OMIM:611895,Amyotrophic lateral sclerosis 9,snv_fora_do_painel,True,ANG,7,7,0,0,0,,
OMIM:611938,"Ventricular tachycardia, catecholaminergic polymorphic, 2",snv_fora_do_painel,True,CASQ2,36,31,0,0,0,,
OMIM:611943,Riddle syndrome,snv_fora_do_painel,True,RNF168,11,6,0,0,0,,
OMIM:611953,"Macular degeneration, age-related, 11",sem_variante_patogenica,False,CST3,0,0,0,0,0,,
OMIM:612001,Chromosome 15q13.3 microdeletion syndrome,sem_variante_patogenica,True,CHRNA7;KLF13,0,0,0,0,0,,
OMIM:612004,Thrombocytopenia 4,snv_fora_do_painel,True,CYCS,5,4,0,0,0,,
OMIM:612015,"Congenital disorder of glycosylation, type In",snv_fora_do_painel,True,RFT1,13,13,0,0,0,,
OMIM:612016,"Coenzyme Q10 deficiency, primary, 4",snv_fora_do_painel,True,COQ8A,60,37,0,0,0,,
OMIM:612018,"Cataract, juvenile, with microcornea and glucosuria",snv_fora_do_painel,True,SLC16A12,1,1,0,0,0,,
OMIM:612020,"Spastic paraplegia 39, autosomal recessive",snv_fora_do_painel,True,PNPLA6,93,62,0,0,0,,
OMIM:612067,Dystonia 16,snv_fora_do_painel,True,PRKRA,4,3,0,0,0,,
OMIM:612069,Amyotrophic lateral sclerosis 10 with or without frontotemporal dementia,snv_fora_do_painel,True,TARDBP,25,25,0,0,0,,
OMIM:612073,Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria),snv_fora_do_painel,True,SUCLA2,26,17,0,0,0,,
OMIM:612075,Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy),snv_fora_do_painel,True,RRM2B,26,19,0,0,0,,
OMIM:612076,"Hypouricemia, renal, 2",snv_fora_do_painel,True,SLC2A9,9,7,0,0,0,,
OMIM:612079,"Alopecia, neurologic defects, and endocrinopathy syndrome",snv_fora_do_painel,True,RBM28,2,1,0,0,0,,
OMIM:612095,Retinitis pigmentosa 41,snv_fora_do_painel,True,PROM1,26,16,0,0,0,,
OMIM:612098,"Cardiomyopathy, familial hypertrophic, 11",snv_fora_do_painel,True,ACTC1,12,12,0,0,0,,
OMIM:612109,Oculoauricular syndrome,snv_fora_do_painel,True,HMX1,2,1,0,0,0,,
OMIM:612119,Trehalase deficiency,sem_variante_patogenica,True,TREH,0,0,0,0,0,,
OMIM:612124,"Cardiomyopathy, familial hypertrophic, 12",snv_fora_do_painel,True,CSRP3,28,13,0,0,0,,
OMIM:612126,Glut1 deficiency syndrome 2,snv_fora_do_painel,True,SLC2A1,40,30,0,0,0,,
OMIM:612132,Ectodermal dysplasia and immunodeficiency 2,snv_fora_do_painel,True,NFKBIA,9,9,0,0,0,,
OMIM:612138,Epidermolysis bullosa simplex with pyloric atresia,snv_fora_do_painel,True,PLEC,94,65,0,0,0,,
OMIM:612158,"Cardiomyopathy, dilated, 1AA, with or without LVNC",snv_fora_do_painel,True,ACTN2,8,7,0,0,0,,
OMIM:612160,"Histiocytoma, angiomatoid fibrous, somatic",sem_variante_patogenica,True,CREB1,0,0,0,0,0,,
OMIM:612164,Developmental and epileptic encephalopathy 4,snv_fora_do_painel,True,STXBP1,156,118,0,0,0,,
OMIM:612199,Cerebroretinal microangiopathy with calcifications and cysts 1,snv_fora_do_painel,True,CTC1,46,20,0,0,0,,
OMIM:612201,"Atrial fibrillation, familial, 6",sem_snv,True,NPPA,2,0,0,0,0,,
OMIM:612219,Ewing sarcoma,snv_fora_do_painel,True,EWSR1,4,4,0,0,0,,
OMIM:612225,"Maturity-onset diabetes of the young, type IX",sem_variante_patogenica,True,PAX4,0,0,0,0,0,,
OMIM:612227,"Diabetes mellitus, ketosis-prone",sem_variante_patogenica,False,PAX4,0,0,0,0,0,,
OMIM:612229,"Colorectal cancer, susceptibility to, 3",sem_variante_patogenica,False,SMAD7,0,0,0,0,0,,
OMIM:612233,"Leukodystrophy, hypomyelinating, 4",snv_fora_do_painel,True,HSPD1,4,4,0,0,0,,
OMIM:612237,"Chondrosarcoma, extraskeletal myxoid",sem_variante_patogenica,True,NR4A3,0,0,0,0,0,,
OMIM:612240,"Atrial fibrillation, familial, 7",snv_fora_do_painel,True,KCNA5,3,3,0,0,0,,
OMIM:612244,Inflammatory bowel disease 13,sem_variante_patogenica,False,ABCB1,0,0,0,0,0,,
OMIM:612247,Crouzon syndrome with acanthosis nigricans,snv_fora_do_painel,True,FGFR3,3,3,0,0,0,,
OMIM:612260,Immunodeficiency 68,snv_fora_do_painel,True,MYD88,6,4,0,0,0,,
OMIM:612269,"Epilepsy, childhood absence, susceptibility to, 5",snv_fora_do_painel,False,GABRB3,55,45,0,0,0,,
OMIM:612271,"#612271 SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 11; SHEP11;;MELANESIAN BLOND HAIR;;SKIN/HAIR/EYE PIGMENTATION 11, BLUE/NONBLUE EYES",snv_fora_do_painel,True,TYRP1,16,10,0,0,0,,
OMIM:612278,Inflammatory bowel disease 19,sem_variante_patogenica,False,IRGM,0,0,0,0,0,,
OMIM:612281,"Ichthyosis, congenital, autosomal recessive 6",snv_fora_do_painel,True,NIPAL4,28,21,0,0,0,,
OMIM:612284,"Meckel syndrome, type 6",snv_fora_do_painel,True,CC2D2A,113,61,0,0,0,,
OMIM:612285,Joubert syndrome 9,snv_fora_do_painel,True,CC2D2A,115,63,0,0,0,,
OMIM:612286,"Nephrolithiasis/osteoporosis, hypophosphatemic, 1",snv_fora_do_painel,True,SLC34A1,20,10,0,0,0,,
OMIM:612287,"Nephrolithiasis/osteoporosis, hypophosphatemic, 2",sem_variante_patogenica,True,NHERF1,0,0,0,0,0,,
OMIM:612289,Fontaine progeroid syndrome,snv_fora_do_painel,True,SLC25A24,2,2,0,0,0,,
OMIM:612290,"Microtia, hearing impairment, and cleft palate",snv_fora_do_painel,True,HOXA2,2,1,0,0,0,,
OMIM:612291,Joubert syndrome 8,snv_fora_do_painel,True,ARL13B,35,18,0,0,0,,
OMIM:612292,Birk-Barel syndrome,snv_fora_do_painel,True,KCNK9,8,8,0,0,0,,
OMIM:612300,"Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy",snv_fora_do_painel,True,CD59,9,3,0,0,0,,
OMIM:612301,"Osteopetrosis, autosomal recessive 7",snv_fora_do_painel,True,TNFRSF11A,13,9,0,0,0,,
OMIM:612304,"Thrombophilia due to protein C deficiency, autosomal recessive",snv_fora_do_painel,True,PROC,22,21,0,0,0,,
OMIM:612310,Premature ovarian failure 6,snv_fora_do_painel,True,FIGLA,4,3,0,0,0,,
OMIM:612313,Glass syndrome,snv_fora_do_painel,True,SATB2,109,64,0,0,0,,
OMIM:612319,"Spastic paraplegia 35, autosomal recessive",snv_fora_do_painel,True,FA2H,42,27,0,0,0,,
OMIM:612336,"Thrombophilia, hereditary, due to protein S deficiency, autosomal",snv_fora_do_painel,True,PROS1,35,27,0,0,0,,
OMIM:612337,"Intellectual developmental disorder, autosomal dominant 22",snv_fora_do_painel,True,ZBTB18,47,31,0,0,0,,
OMIM:612347,Jervell and Lange-Nielsen syndrome 2,snv_fora_do_painel,True,KCNE1,6,4,0,0,0,,
OMIM:612350,"Ehlers-Danlos syndrome, spondylodysplastic type, 3",sem_snv,True,SLC39A13,1,0,0,0,0,,
OMIM:612356,Heparin cofactor II deficiency,snv_fora_do_painel,True,SERPIND1,4,1,0,0,0,,
OMIM:612370,Hypogonadotropic hypogonadism 5 with or without anosmia,snv_fora_do_painel,True,CHD7,34,24,0,0,0,,
OMIM:612376,Acute promyelocytic leukemia,sem_variante_patogenica,True,RARA,0,0,0,0,0,,
OMIM:612379,"Congenital disorder of glycosylation, type IQ",snv_fora_do_painel,True,SRD5A3,11,8,0,0,0,,
OMIM:612387,"Sarcoidosis, susceptibility to, 2",sem_variante_patogenica,False,BTNL2,0,0,0,0,0,,
OMIM:612389,"Pontocerebellar hypoplasia, type 2B",snv_fora_do_painel,True,TSEN2,17,10,0,0,0,,
OMIM:612390,"Pontocerebellar hypoplasia, type 2C",snv_fora_do_painel,True,TSEN34,1,1,0,0,0,,
OMIM:612394,"Bone fragility with contractures, arterial rupture, and deafness",snv_fora_do_painel,True,PLOD3,8,6,0,0,0,,
OMIM:612416,Factor XI deficiency,alelo_patogenico_ensaiado,True,F11,100,82,3,3,0,2,11890;11891;11892
OMIM:612422,"Cardiomyopathy, familial restrictive, 3",snv_fora_do_painel,True,TNNT2,38,35,0,0,0,,
OMIM:612423,Prekallikrein deficiency,snv_fora_do_painel,True,KLKB1,9,5,0,0,0,,
OMIM:612431,"Deafness, autosomal dominant 27",snv_fora_do_painel,True,REST,2,2,0,0,0,,
OMIM:612437,"Epilepsy, progressive myoclonic 1B",snv_fora_do_painel,True,PRICKLE1,2,2,0,0,0,,
OMIM:612438,"Leukodystrophy, hypomyelinating, 6",snv_fora_do_painel,True,TUBB4A,34,34,0,0,0,,
OMIM:612444,"Ciliary dyskinesia, primary, 9, with or without situs inversus",snv_fora_do_painel,True,DNAI2,29,17,0,0,0,,
OMIM:612446,C6 deficiency,snv_fora_do_painel,True,C6,22,9,0,0,0,,
OMIM:612460,"Obesity, susceptibility to, BMIQ14",snv_fora_do_painel,False,FTO,1,1,0,0,0,,
OMIM:612462,"Pseudohypoparathyroidism, type IC",snv_fora_do_painel,True,GNAS,11,8,0,0,0,,
OMIM:612463,Pseudopseudohypoparathyroidism,snv_fora_do_painel,True,GNAS,23,11,0,0,0,,
OMIM:612474,"Chromosome 1q21.1 deletion syndrome, 1.35-mb",sem_variante_patogenica,True,GJA5;GJA8,0,0,0,0,0,,
OMIM:612518,"Ciliary dyskinesia, primary, 10",snv_fora_do_painel,True,DNAAF2,11,6,0,0,0,,
OMIM:612520,"Diabetes mellitus, insulin-dependent, 20",snv_fora_do_painel,True,HNF1A,7,4,0,0,0,,
